County,Cases,Hospitalizations,Deaths,Date,State,Abbr,FIPS
Nelson,3,0,0,2020-04-08,Virginia,VA,51125
New Kent,11,1,0,2020-04-08,Virginia,VA,51127
Northampton,2,1,0,2020-04-08,Virginia,VA,51131
Northumberland,3,0,0,2020-04-08,Virginia,VA,51133
Nottoway,3,0,0,2020-04-08,Virginia,VA,51135
Orange,9,1,0,2020-04-08,Virginia,VA,51137
Page,5,0,0,2020-04-08,Virginia,VA,51139
Patrick,0,0,0,2020-04-08,Virginia,VA,51141
Pittsylvania,4,2,1,2020-04-08,Virginia,VA,51143
Powhatan,4,0,0,2020-04-08,Virginia,VA,51145
Prince Edward,3,0,0,2020-04-08,Virginia,VA,51147
Prince George,25,1,0,2020-04-08,Virginia,VA,51149
Prince William,299,40,5,2020-04-08,Virginia,VA,51153
Pulaski,3,1,0,2020-04-08,Virginia,VA,51155
Rappahannock,1,0,0,2020-04-08,Virginia,VA,51157
Richmond County,3,0,0,2020-04-08,Virginia,VA,51159
Roanoke County,9,0,0,2020-04-08,Virginia,VA,51161
Rockbridge,3,0,0,2020-04-08,Virginia,VA,51163
Rockingham,21,2,0,2020-04-08,Virginia,VA,51165
Russell,1,1,0,2020-04-08,Virginia,VA,51167
Scott,0,0,0,2020-04-08,Virginia,VA,51169
Shenandoah,15,4,0,2020-04-08,Virginia,VA,51171
Smyth,8,1,0,2020-04-08,Virginia,VA,51173
Southampton,5,2,1,2020-04-08,Virginia,VA,51175
Spotsylvania,36,8,2,2020-04-08,Virginia,VA,51177
Stafford,54,13,0,2020-04-08,Virginia,VA,51179
Surry,3,0,0,2020-04-08,Virginia,VA,51181
Sussex,6,0,0,2020-04-08,Virginia,VA,51183
Tazewell,4,0,0,2020-04-08,Virginia,VA,51185
Warren,9,1,0,2020-04-08,Virginia,VA,51187
Washington,15,5,1,2020-04-08,Virginia,VA,51191
Westmoreland,5,0,0,2020-04-08,Virginia,VA,51193
Wise,5,1,0,2020-04-08,Virginia,VA,51195
Wythe,6,1,1,2020-04-08,Virginia,VA,51197
York,25,6,1,2020-04-08,Virginia,VA,51199
Alexandria,149,7,1,2020-04-08,Virginia,VA,51510
Bristol,1,0,0,2020-04-08,Virginia,VA,51520
Buena Vista City,4,0,0,2020-04-08,Virginia,VA,51530
Charlottesville,27,6,0,2020-04-08,Virginia,VA,51540
Chesapeake,101,26,1,2020-04-08,Virginia,VA,51550
Colonial Heights,2,0,1,2020-04-08,Virginia,VA,51570
Covington,1,0,0,2020-04-08,Virginia,VA,51580
Danville,19,11,0,2020-04-08,Virginia,VA,51590
Emporia,5,1,0,2020-04-08,Virginia,VA,51595
Fairfax City,0,0,0,2020-04-08,Virginia,VA,51600
Falls Church,0,0,0,2020-04-08,Virginia,VA,51610
Franklin City,6,0,0,2020-04-08,Virginia,VA,51620
Fredericksburg,10,3,0,2020-04-08,Virginia,VA,51630
Galax,1,1,0,2020-04-08,Virginia,VA,51640
Hampton,53,16,1,2020-04-08,Virginia,VA,51650
Harrisonburg,39,4,0,2020-04-08,Virginia,VA,51660
Hopewell,13,3,0,2020-04-08,Virginia,VA,51670
Lexington,3,0,0,2020-04-08,Virginia,VA,51678
Lynchburg,21,3,1,2020-04-08,Virginia,VA,51680
Manassas City,25,4,0,2020-04-08,Virginia,VA,51683
Manassas Park,5,2,0,2020-04-08,Virginia,VA,51685
Martinsville,0,0,0,2020-04-08,Virginia,VA,51690
Newport News,64,23,2,2020-04-08,Virginia,VA,51700
Norfolk,84,17,1,2020-04-08,Virginia,VA,51710
Norton,0,0,0,2020-04-08,Virginia,VA,51720
Petersburg,12,1,0,2020-04-08,Virginia,VA,51730
Poquoson,5,1,0,2020-04-08,Virginia,VA,51735
Portsmouth,44,17,2,2020-04-08,Virginia,VA,51740
Radford,1,0,0,2020-04-08,Virginia,VA,51750
Richmond City,126,9,4,2020-04-08,Virginia,VA,51760
Roanoke City,15,1,0,2020-04-08,Virginia,VA,51770
Salem,1,0,0,2020-04-08,Virginia,VA,51775
Staunton,1,0,0,2020-04-08,Virginia,VA,51790
Suffolk,31,11,0,2020-04-08,Virginia,VA,51800
Virginia Beach,219,29,4,2020-04-08,Virginia,VA,51810
Waynesboro,3,0,0,2020-04-08,Virginia,VA,51820
Williamsburg,16,6,1,2020-04-08,Virginia,VA,51830
Winchester,16,0,0,2020-04-08,Virginia,VA,51840
Accomack,11,6,0,2020-04-07,Virginia,VA,51001
Albemarle,41,5,2,2020-04-07,Virginia,VA,51003
Alleghany,2,2,0,2020-04-07,Virginia,VA,51005
Amelia,8,5,1,2020-04-07,Virginia,VA,51007
Amherst,8,1,0,2020-04-07,Virginia,VA,51009
Appomattox,3,0,0,2020-04-07,Virginia,VA,51011
Arlington,254,13,5,2020-04-07,Virginia,VA,51013
Augusta,13,0,0,2020-04-07,Virginia,VA,51015
Bath,0,0,0,2020-04-07,Virginia,VA,51017
Bedford,12,0,0,2020-04-07,Virginia,VA,51019
Bland,0,0,0,2020-04-07,Virginia,VA,51021
Botetourt,18,6,2,2020-04-07,Virginia,VA,51023
Brunswick,1,1,0,2020-04-07,Virginia,VA,51025
Buchanan,1,0,0,2020-04-07,Virginia,VA,51027
Buckingham,9,0,0,2020-04-07,Virginia,VA,51029
Campbell,4,0,0,2020-04-07,Virginia,VA,51031
Caroline,4,1,0,2020-04-07,Virginia,VA,51033
Carroll,2,1,0,2020-04-07,Virginia,VA,51035
Charles City,5,1,0,2020-04-07,Virginia,VA,51036
Charlotte,1,0,0,2020-04-07,Virginia,VA,51037
Chesterfield,145,18,2,2020-04-07,Virginia,VA,51041
Clarke,3,1,0,2020-04-07,Virginia,VA,51043
Craig,2,0,0,2020-04-07,Virginia,VA,51045
Culpeper,10,5,1,2020-04-07,Virginia,VA,51047
Cumberland,6,0,0,2020-04-07,Virginia,VA,51049
Dickenson,0,0,0,2020-04-07,Virginia,VA,51051
Dinwiddie,2,0,0,2020-04-07,Virginia,VA,51053
Essex,0,0,0,2020-04-07,Virginia,VA,51057
Fairfax,570,151,9,2020-04-07,Virginia,VA,51059
Fauquier,17,3,0,2020-04-07,Virginia,VA,51061
Floyd,0,0,0,2020-04-07,Virginia,VA,51063
Fluvanna,12,2,0,2020-04-07,Virginia,VA,51065
Franklin County,12,0,0,2020-04-07,Virginia,VA,51067
Frederick,46,2,0,2020-04-07,Virginia,VA,51069
Giles,2,0,0,2020-04-07,Virginia,VA,51071
Gloucester,16,0,0,2020-04-07,Virginia,VA,51073
Goochland,24,3,0,2020-04-07,Virginia,VA,51075
Grayson,0,0,0,2020-04-07,Virginia,VA,51077
Greene,4,0,0,2020-04-07,Virginia,VA,51079
Greensville,5,0,0,2020-04-07,Virginia,VA,51081
Halifax,2,1,0,2020-04-07,Virginia,VA,51083
Hanover,22,5,0,2020-04-07,Virginia,VA,51085
Henrico,291,22,15,2020-04-07,Virginia,VA,51087
Henry,4,0,0,2020-04-07,Virginia,VA,51089
Highland,0,0,0,2020-04-07,Virginia,VA,51091
Isle of Wight,23,6,1,2020-04-07,Virginia,VA,51093
James City,122,40,6,2020-04-07,Virginia,VA,51095
King and Queen,1,0,0,2020-04-07,Virginia,VA,51097
King George,11,3,0,2020-04-07,Virginia,VA,51099
King William,2,0,0,2020-04-07,Virginia,VA,51101
Lancaster,1,0,0,2020-04-07,Virginia,VA,51103
Lee,3,0,0,2020-04-07,Virginia,VA,51105
Loudoun,238,32,4,2020-04-07,Virginia,VA,51107
Louisa,16,5,0,2020-04-07,Virginia,VA,51109
Lunenburg,2,0,0,2020-04-07,Virginia,VA,51111
Madison,5,1,0,2020-04-07,Virginia,VA,51113
Mathews,2,0,0,2020-04-07,Virginia,VA,51115
Mecklenburg,16,5,0,2020-04-07,Virginia,VA,51117
Middlesex,0,0,0,2020-04-07,Virginia,VA,51119
Montgomery,16,2,0,2020-04-07,Virginia,VA,51121
Nelson,3,0,0,2020-04-07,Virginia,VA,51125
New Kent,11,1,0,2020-04-07,Virginia,VA,51127
Northampton,2,1,0,2020-04-07,Virginia,VA,51131
Northumberland,3,0,0,2020-04-07,Virginia,VA,51133
Nottoway,3,0,0,2020-04-07,Virginia,VA,51135
Orange,7,1,0,2020-04-07,Virginia,VA,51137
Page,3,0,0,2020-04-07,Virginia,VA,51139
Patrick,0,0,0,2020-04-07,Virginia,VA,51141
Pittsylvania,3,2,1,2020-04-07,Virginia,VA,51143
Powhatan,4,0,0,2020-04-07,Virginia,VA,51145
Prince Edward,3,0,0,2020-04-07,Virginia,VA,51147
Prince George,24,1,0,2020-04-07,Virginia,VA,51149
Prince William,263,36,5,2020-04-07,Virginia,VA,51153
Pulaski,2,0,0,2020-04-07,Virginia,VA,51155
Rappahannock,1,0,0,2020-04-07,Virginia,VA,51157
Richmond County,2,0,0,2020-04-07,Virginia,VA,51159
Roanoke County,9,0,0,2020-04-07,Virginia,VA,51161
Rockbridge,3,0,0,2020-04-07,Virginia,VA,51163
Rockingham,20,2,0,2020-04-07,Virginia,VA,51165
Russell,1,1,0,2020-04-07,Virginia,VA,51167
Scott,0,0,0,2020-04-07,Virginia,VA,51169
Shenandoah,13,4,0,2020-04-07,Virginia,VA,51171
Smyth,5,1,0,2020-04-07,Virginia,VA,51173
Southampton,5,2,1,2020-04-07,Virginia,VA,51175
Spotsylvania,31,7,2,2020-04-07,Virginia,VA,51177
Stafford,48,11,0,2020-04-07,Virginia,VA,51179
Surry,3,0,0,2020-04-07,Virginia,VA,51181
Sussex,6,0,0,2020-04-07,Virginia,VA,51183
Tazewell,4,0,0,2020-04-07,Virginia,VA,51185
Warren,8,1,0,2020-04-07,Virginia,VA,51187
Washington,12,5,1,2020-04-07,Virginia,VA,51191
Westmoreland,5,0,0,2020-04-07,Virginia,VA,51193
Wise,4,1,0,2020-04-07,Virginia,VA,51195
Wythe,6,1,1,2020-04-07,Virginia,VA,51197
York,25,6,1,2020-04-07,Virginia,VA,51199
Alexandria,143,6,0,2020-04-07,Virginia,VA,51510
Bristol,1,0,0,2020-04-07,Virginia,VA,51520
Buena Vista City,4,0,0,2020-04-07,Virginia,VA,51530
Charlottesville,23,6,0,2020-04-07,Virginia,VA,51540
Chesapeake,99,23,1,2020-04-07,Virginia,VA,51550
Colonial Heights,1,0,0,2020-04-07,Virginia,VA,51570
Covington,1,0,0,2020-04-07,Virginia,VA,51580
Danville,15,9,0,2020-04-07,Virginia,VA,51590
Emporia,4,1,0,2020-04-07,Virginia,VA,51595
Fairfax City,0,0,0,2020-04-07,Virginia,VA,51600
Falls Church,0,0,0,2020-04-07,Virginia,VA,51610
Franklin City,5,0,0,2020-04-07,Virginia,VA,51620
Fredericksburg,8,3,0,2020-04-07,Virginia,VA,51630
Galax,1,1,0,2020-04-07,Virginia,VA,51640
Hampton,53,16,1,2020-04-07,Virginia,VA,51650
Harrisonburg,36,4,0,2020-04-07,Virginia,VA,51660
Hopewell,13,3,0,2020-04-07,Virginia,VA,51670
Lexington,3,0,0,2020-04-07,Virginia,VA,51678
Lynchburg,20,2,0,2020-04-07,Virginia,VA,51680
Manassas City,20,2,0,2020-04-07,Virginia,VA,51683
Manassas Park,5,2,0,2020-04-07,Virginia,VA,51685
Martinsville,0,0,0,2020-04-07,Virginia,VA,51690
Newport News,60,19,2,2020-04-07,Virginia,VA,51700
Norfolk,77,16,1,2020-04-07,Virginia,VA,51710
Norton,0,0,0,2020-04-07,Virginia,VA,51720
Petersburg,9,0,0,2020-04-07,Virginia,VA,51730
Poquoson,4,1,0,2020-04-07,Virginia,VA,51735
Portsmouth,41,13,1,2020-04-07,Virginia,VA,51740
Radford,1,0,0,2020-04-07,Virginia,VA,51750
Richmond City,119,9,5,2020-04-07,Virginia,VA,51760
Roanoke City,14,1,0,2020-04-07,Virginia,VA,51770
Salem,1,0,0,2020-04-07,Virginia,VA,51775
Staunton,1,0,0,2020-04-07,Virginia,VA,51790
Suffolk,31,11,0,2020-04-07,Virginia,VA,51800
Virginia Beach,207,28,3,2020-04-07,Virginia,VA,51810
Waynesboro,2,0,0,2020-04-07,Virginia,VA,51820
Williamsburg,16,6,1,2020-04-07,Virginia,VA,51830
Winchester,15,0,0,2020-04-07,Virginia,VA,51840
Accomack,11,6,0,2020-04-06,Virginia,VA,51001
Albemarle,38,5,2,2020-04-06,Virginia,VA,51003
Alleghany,2,2,0,2020-04-06,Virginia,VA,51005
Amelia,7,5,1,2020-04-06,Virginia,VA,51007
Amherst,8,1,0,2020-04-06,Virginia,VA,51009
Appomattox,3,0,0,2020-04-06,Virginia,VA,51011
Arlington,237,11,5,2020-04-06,Virginia,VA,51013
Augusta,10,0,0,2020-04-06,Virginia,VA,51015
Bath,0,0,0,2020-04-06,Virginia,VA,51017
Bedford,8,0,0,2020-04-06,Virginia,VA,51019
Bland,0,0,0,2020-04-06,Virginia,VA,51021
Botetourt,18,6,1,2020-04-06,Virginia,VA,51023
Brunswick,1,1,0,2020-04-06,Virginia,VA,51025
Buchanan,1,0,0,2020-04-06,Virginia,VA,51027
Buckingham,6,0,0,2020-04-06,Virginia,VA,51029
Campbell,3,0,0,2020-04-06,Virginia,VA,51031
Caroline,4,0,0,2020-04-06,Virginia,VA,51033
Carroll,2,1,0,2020-04-06,Virginia,VA,51035
Charles City,4,1,0,2020-04-06,Virginia,VA,51036
Charlotte,1,0,0,2020-04-06,Virginia,VA,51037
Chesterfield,128,13,2,2020-04-06,Virginia,VA,51041
Clarke,2,1,0,2020-04-06,Virginia,VA,51043
Craig,2,0,0,2020-04-06,Virginia,VA,51045
Culpeper,9,5,1,2020-04-06,Virginia,VA,51047
Cumberland,6,0,0,2020-04-06,Virginia,VA,51049
Dickenson,0,0,0,2020-04-06,Virginia,VA,51051
Dinwiddie,1,0,0,2020-04-06,Virginia,VA,51053
Essex,0,0,0,2020-04-06,Virginia,VA,51057
Fairfax,532,142,9,2020-04-06,Virginia,VA,51059
Fauquier,18,3,0,2020-04-06,Virginia,VA,51061
Floyd,0,0,0,2020-04-06,Virginia,VA,51063
Fluvanna,9,2,0,2020-04-06,Virginia,VA,51065
Franklin County,11,0,0,2020-04-06,Virginia,VA,51067
Frederick,43,2,0,2020-04-06,Virginia,VA,51069
Giles,2,0,0,2020-04-06,Virginia,VA,51071
Gloucester,15,0,0,2020-04-06,Virginia,VA,51073
Goochland,22,3,0,2020-04-06,Virginia,VA,51075
Grayson,0,0,0,2020-04-06,Virginia,VA,51077
Greene,4,0,0,2020-04-06,Virginia,VA,51079
Greensville,5,0,0,2020-04-06,Virginia,VA,51081
Halifax,2,1,0,2020-04-06,Virginia,VA,51083
Hanover,19,5,0,2020-04-06,Virginia,VA,51085
Henrico,267,21,10,2020-04-06,Virginia,VA,51087
Henry,4,0,0,2020-04-06,Virginia,VA,51089
Highland,0,0,0,2020-04-06,Virginia,VA,51091
Isle of Wight,23,6,1,2020-04-06,Virginia,VA,51093
James City,119,40,5,2020-04-06,Virginia,VA,51095
King and Queen,1,0,0,2020-04-06,Virginia,VA,51097
King George,10,2,0,2020-04-06,Virginia,VA,51099
King William,2,0,0,2020-04-06,Virginia,VA,51101
Lancaster,1,0,0,2020-04-06,Virginia,VA,51103
Lee,2,0,0,2020-04-06,Virginia,VA,51105
Loudoun,209,31,4,2020-04-06,Virginia,VA,51107
Louisa,14,5,0,2020-04-06,Virginia,VA,51109
Lunenburg,2,0,0,2020-04-06,Virginia,VA,51111
Madison,4,1,0,2020-04-06,Virginia,VA,51113
Mathews,2,0,0,2020-04-06,Virginia,VA,51115
Mecklenburg,12,2,0,2020-04-06,Virginia,VA,51117
Middlesex,0,0,0,2020-04-06,Virginia,VA,51119
Montgomery,16,2,0,2020-04-06,Virginia,VA,51121
Nelson,2,0,0,2020-04-06,Virginia,VA,51125
New Kent,12,1,0,2020-04-06,Virginia,VA,51127
Northampton,2,1,0,2020-04-06,Virginia,VA,51131
Northumberland,3,0,0,2020-04-06,Virginia,VA,51133
Nottoway,3,0,0,2020-04-06,Virginia,VA,51135
Orange,7,1,0,2020-04-06,Virginia,VA,51137
Page,3,0,0,2020-04-06,Virginia,VA,51139
Patrick,0,0,0,2020-04-06,Virginia,VA,51141
Pittsylvania,3,2,1,2020-04-06,Virginia,VA,51143
Powhatan,4,0,0,2020-04-06,Virginia,VA,51145
Prince Edward,3,0,0,2020-04-06,Virginia,VA,51147
Prince George,21,1,0,2020-04-06,Virginia,VA,51149
Prince William,236,34,4,2020-04-06,Virginia,VA,51153
Pulaski,2,0,0,2020-04-06,Virginia,VA,51155
Rappahannock,1,0,0,2020-04-06,Virginia,VA,51157
Richmond County,2,0,0,2020-04-06,Virginia,VA,51159
Roanoke County,8,0,0,2020-04-06,Virginia,VA,51161
Rockbridge,3,0,0,2020-04-06,Virginia,VA,51163
Rockingham,16,2,0,2020-04-06,Virginia,VA,51165
Russell,1,1,0,2020-04-06,Virginia,VA,51167
Scott,0,0,0,2020-04-06,Virginia,VA,51169
Shenandoah,12,4,0,2020-04-06,Virginia,VA,51171
Smyth,3,2,0,2020-04-06,Virginia,VA,51173
Southampton,5,2,1,2020-04-06,Virginia,VA,51175
Spotsylvania,29,5,1,2020-04-06,Virginia,VA,51177
Stafford,49,6,0,2020-04-06,Virginia,VA,51179
Surry,3,0,0,2020-04-06,Virginia,VA,51181
Sussex,5,0,0,2020-04-06,Virginia,VA,51183
Tazewell,4,0,0,2020-04-06,Virginia,VA,51185
Warren,6,1,0,2020-04-06,Virginia,VA,51187
Washington,10,4,0,2020-04-06,Virginia,VA,51191
Westmoreland,3,0,0,2020-04-06,Virginia,VA,51193
Wise,3,1,0,2020-04-06,Virginia,VA,51195
Wythe,3,1,1,2020-04-06,Virginia,VA,51197
York,25,6,1,2020-04-06,Virginia,VA,51199
Alexandria,126,6,0,2020-04-06,Virginia,VA,51510
Bristol,1,0,0,2020-04-06,Virginia,VA,51520
Buena Vista City,4,0,0,2020-04-06,Virginia,VA,51530
Charlottesville,23,6,0,2020-04-06,Virginia,VA,51540
Chesapeake,80,15,1,2020-04-06,Virginia,VA,51550
Colonial Heights,0,0,0,2020-04-06,Virginia,VA,51570
Covington,1,0,0,2020-04-06,Virginia,VA,51580
Danville,15,7,0,2020-04-06,Virginia,VA,51590
Emporia,2,1,0,2020-04-06,Virginia,VA,51595
Fairfax City,0,0,0,2020-04-06,Virginia,VA,51600
Falls Church,0,0,0,2020-04-06,Virginia,VA,51610
Franklin City,4,0,0,2020-04-06,Virginia,VA,51620
Fredericksburg,8,2,0,2020-04-06,Virginia,VA,51630
Galax,1,1,0,2020-04-06,Virginia,VA,51640
Hampton,43,16,1,2020-04-06,Virginia,VA,51650
Harrisonburg,27,4,0,2020-04-06,Virginia,VA,51660
Hopewell,13,3,0,2020-04-06,Virginia,VA,51670
Lexington,3,0,0,2020-04-06,Virginia,VA,51678
Lynchburg,20,1,0,2020-04-06,Virginia,VA,51680
Manassas City,20,2,0,2020-04-06,Virginia,VA,51683
Manassas Park,4,1,0,2020-04-06,Virginia,VA,51685
Martinsville,0,0,0,2020-04-06,Virginia,VA,51690
Newport News,57,19,2,2020-04-06,Virginia,VA,51700
Norfolk,72,16,1,2020-04-06,Virginia,VA,51710
Norton,0,0,0,2020-04-06,Virginia,VA,51720
Petersburg,10,0,0,2020-04-06,Virginia,VA,51730
Poquoson,4,1,0,2020-04-06,Virginia,VA,51735
Portsmouth,36,12,1,2020-04-06,Virginia,VA,51740
Radford,1,0,0,2020-04-06,Virginia,VA,51750
Richmond City,110,8,3,2020-04-06,Virginia,VA,51760
Roanoke City,12,1,0,2020-04-06,Virginia,VA,51770
Salem,1,0,0,2020-04-06,Virginia,VA,51775
Staunton,1,0,0,2020-04-06,Virginia,VA,51790
Suffolk,30,11,0,2020-04-06,Virginia,VA,51800
Virginia Beach,200,24,3,2020-04-06,Virginia,VA,51810
Waynesboro,2,0,0,2020-04-06,Virginia,VA,51820
Williamsburg,14,5,1,2020-04-06,Virginia,VA,51830
Winchester,14,0,0,2020-04-06,Virginia,VA,51840
Accomack,11,6,0,2020-04-05,Virginia,VA,51001
Albemarle,34,4,2,2020-04-05,Virginia,VA,51003
Alleghany,2,2,0,2020-04-05,Virginia,VA,51005
Amelia,6,5,1,2020-04-05,Virginia,VA,51007
Amherst,6,1,0,2020-04-05,Virginia,VA,51009
Appomattox,1,0,0,2020-04-05,Virginia,VA,51011
Arlington,203,11,5,2020-04-05,Virginia,VA,51013
Augusta,9,0,0,2020-04-05,Virginia,VA,51015
Bath,0,0,0,2020-04-05,Virginia,VA,51017
Bedford,5,0,0,2020-04-05,Virginia,VA,51019
Bland,0,0,0,2020-04-05,Virginia,VA,51021
Botetourt,15,5,1,2020-04-05,Virginia,VA,51023
Brunswick,1,1,0,2020-04-05,Virginia,VA,51025
Buchanan,0,0,0,2020-04-05,Virginia,VA,51027
Buckingham,4,0,0,2020-04-05,Virginia,VA,51029
Campbell,2,0,0,2020-04-05,Virginia,VA,51031
Caroline,1,0,0,2020-04-05,Virginia,VA,51033
Carroll,1,0,0,2020-04-05,Virginia,VA,51035
Charles City,4,1,0,2020-04-05,Virginia,VA,51036
Charlotte,1,0,0,2020-04-05,Virginia,VA,51037
Chesterfield,108,12,2,2020-04-05,Virginia,VA,51041
Clarke,2,1,0,2020-04-05,Virginia,VA,51043
Craig,0,0,0,2020-04-05,Virginia,VA,51045
Culpeper,8,4,1,2020-04-05,Virginia,VA,51047
Cumberland,2,0,0,2020-04-05,Virginia,VA,51049
Dickenson,0,0,0,2020-04-05,Virginia,VA,51051
Dinwiddie,0,0,0,2020-04-05,Virginia,VA,51053
Essex,0,0,0,2020-04-05,Virginia,VA,51057
Fairfax,488,119,6,2020-04-05,Virginia,VA,51059
Fauquier,11,2,0,2020-04-05,Virginia,VA,51061
Floyd,0,0,0,2020-04-05,Virginia,VA,51063
Fluvanna,9,2,0,2020-04-05,Virginia,VA,51065
Franklin County,10,0,0,2020-04-05,Virginia,VA,51067
Frederick,31,2,0,2020-04-05,Virginia,VA,51069
Giles,1,0,0,2020-04-05,Virginia,VA,51071
Gloucester,12,0,0,2020-04-05,Virginia,VA,51073
Goochland,17,2,0,2020-04-05,Virginia,VA,51075
Grayson,0,0,0,2020-04-05,Virginia,VA,51077
Greene,4,0,0,2020-04-05,Virginia,VA,51079
Greensville,4,0,0,2020-04-05,Virginia,VA,51081
Halifax,2,1,0,2020-04-05,Virginia,VA,51083
Hanover,13,4,0,2020-04-05,Virginia,VA,51085
Henrico,207,20,6,2020-04-05,Virginia,VA,51087
Henry,3,0,0,2020-04-05,Virginia,VA,51089
Highland,0,0,0,2020-04-05,Virginia,VA,51091
Isle of Wight,22,6,1,2020-04-05,Virginia,VA,51093
James City,118,40,5,2020-04-05,Virginia,VA,51095
King and Queen,1,0,0,2020-04-05,Virginia,VA,51097
King George,10,1,0,2020-04-05,Virginia,VA,51099
King William,2,0,0,2020-04-05,Virginia,VA,51101
Lancaster,1,0,0,2020-04-05,Virginia,VA,51103
Lee,2,0,0,2020-04-05,Virginia,VA,51105
Loudoun,188,30,4,2020-04-05,Virginia,VA,51107
Louisa,14,5,0,2020-04-05,Virginia,VA,51109
Lunenburg,0,0,0,2020-04-05,Virginia,VA,51111
Madison,4,1,0,2020-04-05,Virginia,VA,51113
Mathews,2,0,0,2020-04-05,Virginia,VA,51115
Mecklenburg,12,2,0,2020-04-05,Virginia,VA,51117
Middlesex,0,0,0,2020-04-05,Virginia,VA,51119
Montgomery,7,1,0,2020-04-05,Virginia,VA,51121
Nelson,2,0,0,2020-04-05,Virginia,VA,51125
New Kent,12,1,0,2020-04-05,Virginia,VA,51127
Northampton,2,1,0,2020-04-05,Virginia,VA,51131
Northumberland,3,0,0,2020-04-05,Virginia,VA,51133
Nottoway,1,0,0,2020-04-05,Virginia,VA,51135
Orange,5,1,0,2020-04-05,Virginia,VA,51137
Page,2,0,0,2020-04-05,Virginia,VA,51139
Patrick,0,0,0,2020-04-05,Virginia,VA,51141
Pittsylvania,3,2,1,2020-04-05,Virginia,VA,51143
Powhatan,4,0,0,2020-04-05,Virginia,VA,51145
Prince Edward,3,0,0,2020-04-05,Virginia,VA,51147
Prince George,18,1,0,2020-04-05,Virginia,VA,51149
Prince William,193,31,3,2020-04-05,Virginia,VA,51153
Pulaski,1,0,0,2020-04-05,Virginia,VA,51155
Rappahannock,0,0,0,2020-04-05,Virginia,VA,51157
Richmond County,1,0,0,2020-04-05,Virginia,VA,51159
Roanoke County,5,0,0,2020-04-05,Virginia,VA,51161
Rockbridge,3,0,0,2020-04-05,Virginia,VA,51163
Rockingham,15,2,0,2020-04-05,Virginia,VA,51165
Russell,1,1,0,2020-04-05,Virginia,VA,51167
Scott,0,0,0,2020-04-05,Virginia,VA,51169
Shenandoah,13,4,0,2020-04-05,Virginia,VA,51171
Smyth,2,1,0,2020-04-05,Virginia,VA,51173
Southampton,5,2,1,2020-04-05,Virginia,VA,51175
Spotsylvania,26,3,1,2020-04-05,Virginia,VA,51177
Stafford,43,3,0,2020-04-05,Virginia,VA,51179
Surry,3,0,0,2020-04-05,Virginia,VA,51181
Sussex,4,0,0,2020-04-05,Virginia,VA,51183
Tazewell,3,0,0,2020-04-05,Virginia,VA,51185
Warren,5,1,0,2020-04-05,Virginia,VA,51187
Washington,5,3,0,2020-04-05,Virginia,VA,51191
Westmoreland,3,0,0,2020-04-05,Virginia,VA,51193
Wise,1,1,0,2020-04-05,Virginia,VA,51195
Wythe,3,1,1,2020-04-05,Virginia,VA,51197
York,21,6,1,2020-04-05,Virginia,VA,51199
Alexandria,93,4,0,2020-04-05,Virginia,VA,51510
Bristol,1,0,0,2020-04-05,Virginia,VA,51520
Buena Vista City,4,0,0,2020-04-05,Virginia,VA,51530
Charlottesville,22,4,0,2020-04-05,Virginia,VA,51540
Chesapeake,77,11,1,2020-04-05,Virginia,VA,51550
Colonial Heights,0,0,0,2020-04-05,Virginia,VA,51570
Covington,1,0,0,2020-04-05,Virginia,VA,51580
Danville,13,6,0,2020-04-05,Virginia,VA,51590
Emporia,2,1,0,2020-04-05,Virginia,VA,51595
Fairfax City,0,0,0,2020-04-05,Virginia,VA,51600
Falls Church,0,0,0,2020-04-05,Virginia,VA,51610
Franklin City,4,0,0,2020-04-05,Virginia,VA,51620
Fredericksburg,7,1,0,2020-04-05,Virginia,VA,51630
Galax,1,1,0,2020-04-05,Virginia,VA,51640
Hampton,41,16,1,2020-04-05,Virginia,VA,51650
Harrisonburg,27,3,0,2020-04-05,Virginia,VA,51660
Hopewell,10,2,0,2020-04-05,Virginia,VA,51670
Lexington,3,0,0,2020-04-05,Virginia,VA,51678
Lynchburg,11,1,0,2020-04-05,Virginia,VA,51680
Manassas City,17,2,0,2020-04-05,Virginia,VA,51683
Manassas Park,4,1,0,2020-04-05,Virginia,VA,51685
Martinsville,0,0,0,2020-04-05,Virginia,VA,51690
Newport News,54,19,2,2020-04-05,Virginia,VA,51700
Norfolk,60,11,1,2020-04-05,Virginia,VA,51710
Norton,0,0,0,2020-04-05,Virginia,VA,51720
Petersburg,10,0,0,2020-04-05,Virginia,VA,51730
Poquoson,3,1,0,2020-04-05,Virginia,VA,51735
Portsmouth,27,9,1,2020-04-05,Virginia,VA,51740
Radford,1,0,0,2020-04-05,Virginia,VA,51750
Richmond City,105,8,2,2020-04-05,Virginia,VA,51760
Roanoke City,11,1,0,2020-04-05,Virginia,VA,51770
Salem,1,0,0,2020-04-05,Virginia,VA,51775
Staunton,1,0,0,2020-04-05,Virginia,VA,51790
Suffolk,28,10,0,2020-04-05,Virginia,VA,51800
Virginia Beach,178,24,3,2020-04-05,Virginia,VA,51810
Waynesboro,3,0,0,2020-04-05,Virginia,VA,51820
Williamsburg,13,5,1,2020-04-05,Virginia,VA,51830
Winchester,13,0,0,2020-04-05,Virginia,VA,51840
