Report Date,FIPS,Locality,VDH Health District,Total Cases,Hospitalizations,Deaths
4/25/2020,51013,Arlin03,1,0
4/0ax,7,1,05/9,29
4/25/2020,51015,August0ax,7,1,0 Shenandoah,36,2,1
4/25/24xssa5480,Nor0ax,7,1,0 2enandoah,0,0,0
4/25/2020,51019,B0ax,7,1,0 tral Virginia,24,1,0
4/25/2020,51021,Bland,Mount0ax,7,1,0 0,0
4/25/2020,51023,Botetourt,Allegh1Cr1 August0ax,7,1,0 ,51025,Brunswick,Southsid,66548 5ugust0ax,7,1,0 27,Buchanan,Cumberland Plateau,1326,51August0ax,7,1,0 ,Buckingham,Piedmont,34,6,0
4/250ax,7,1,0 1,Campbell,Central Virginia,10,0,028
4/
4/250ax,7,1,0 1ine,Rappahannock,21020,518200ax,7,1,0035,Carroll,Mount Rogers,31pahannock0ax,7,1,006,Charles City,Chickahomid Faannock0ax,7,1,00251037,Charlotte,Piedmont,7,1,0
4/20,51199,Yo0ax,7,1,00field,Chesterfield,440,39,18
41714,1
4/20ax,7,1,00,Lord Fairfax,7,1,0
4 Vista Cit0ax,7,1,00rfax,7,1,0
4/243,C10,Lorda Cit0ax,7,1,000
4/243,Clarke,Lord Fairfax,7,1,0252d1720,Nort0ax,7,1,00fax,7,1,0
4/243,Cl,6
sta Cit0ax,7,1,00f0
4/243,Clarke,Lord Fairfax,7,1,0
4/2430ax,7,1,00rd Fairfax,7,1,0
4/243,Clarke38sas City,0ax,7,1,0er/243,Clarke,Lord Fairfax,7,1,096
4/
4/250ax,7,1,0erax,7,1,0
4/243,Clarke,Lord Fai302,l Virgi0ax,7,1,0erke,Lord Fairfax,7,1,0
4/243,Clarke,Lor0ax,7,1,0,7,1,0
4/243,Clarke,Lord Fa02or3p6,Nort0ax,7,1,0,rke,Lord Fairfax,7,1
32837,Nort0ax,7,1,0,2airfax,7,1,0
4/243,Clarke,Lo0ax,7,1,0,,7,1,0
4/243,Clarke,L1r5 2,5,10ax,7,1,0,,43,Clarke,Lord Fairfax,7,1,0
40ax,7,1,0,e,Lord Fairfax,7,1,0
4/2,,R2443rfax,0ax,7,1,0/7,1,0
4/243,Clarke,L,6,0
4/250ax,7,1,0//243,Clarke,Lord Fairfax,7236145n91,0,e0ax,7,1,0/Fairfax,7,1,0
4/243,Cla240,51810,V0ax,7,1,0/F
4/243,Clarke,Lor6,51199,Yo0ax,7,1,0/43,Clarke,Lord Fairfax,7,1,0
48ty,Wester0ax,7,1,0rfax,7,1,0
4/243,Clarke,Lord 12,2Faannock0ax,7,1,0rarke,Lord Fairfax,7,1,0
4/243,Cl2812/ck81,0,e0ax,7,1,0r24/243,Clarke,Lord Fairfax,7,1,08Crater,300ax,7,1,0rirfax,7,1,0
4/243,Clarke,L915,August0ax,7,1,0l/243,Clarke,Lord Fairfax,7,2land,Moun19ax,7,1,0d Fairfax,7,1,0
4/243,Cla42on,AlMoun19ax,7,1,0d4/243,Clarke,Lord Fairfax,7,1oco1x,
4/2519ax,7,1,0dairfax,7,1,0
4/243,Clar3,Lynch19ax,7,1,0d,0
4/243,Clarke,Lo4d Fairfa19ax,7,1,0d43,Clarke,Lord Fairfax,7,1,rppahannoc19ax,7,1,0 Fairfax,7,1,0
4/243,Clarke,Lo780,Lynch19ax,7,1,0 3,Clarke,Lord Fairfax,575
,0e2Lynch19ax,7,1,0 airfax,7,1,0
4/243,Clarke,Lo2,Clarke,L19ax,7,1,0 3,Clarke,Lord Fairfax,7,1,0
4/243,19ax,7,1,0 Fairfax,7,1,0
4/243,Clarke18Alleghan19ax,7,1,04/243,Clarke,Lord Fairfax,7,1,019ax,7,1,04ke,Lord Fairfax,7,1,0
4a8rd Fai19ax,7,1,04121,Montgomery,New Rive212,7,1,019ax,7,1,04
4/243,Clarke,Lord Fairfax,7,1,d Fairfax19ax,7,1,04Fairfax,7,1,0
4/243,C464airfax19ax,7,1,01,0
4/243,Clarke,Lord Fairfa9 Fairfax19ax,7,1,01Lord Fairfax,7,1,0
4/2413r3,Lynch19ax,7,1,017,1,0
4/243,Clarke,Lord Fairfax19ax,7,1,013,Clarke,Lord Fairfax,7,1,0
ssas City19ax,7,1,01rfax,7,1,0
4/243,Cla8 ,1,0
419ax,7,1,0,0
4/243,Clarke,Lord Fairfax3r1 27p6,Nor19ax,7,1,0,erson,7d Fairfax,7,1,06 Fairfax19ax,7,1,0,Fairfax,7,1,0Fairfax,7,1,019ax,7,1,0,rson,7dfax,7,1,0,1,0Fairfax,7,143n8/annoc19ax,7,1,0,020,51149,Prince George,Crater,319ax,7,1,0/2020,51153,Prince William,Prince William19ax,7,1,0/
4/26/2020,51155,P7Crater,319ax,7,1,0/0
4/26/2020,51157,Raax,7,1,019ax,7,1,0/ck Rapidan,2,0,0
18d4333,1481,019ax,7,1,0ounty,Three Rivers,89,4,0
4/26/239sas City19ax,7,1,0oty,Alleghany,39,1,0
4/26/219ax,7,1,0ockbridge,Central Shenandoah,k629aairfa19ax,7,1,0oRockingham,Central Shenandoah,1845Crater,319ax,7,1,0o7,Russell,Cumberland Platx1n8/21,0,19ax,7,1,01169,Scott,Lenowisco,6,1,1
19ax,7,1,01171,Shenandoah,Lord Fairfaxssas City19ax,7,1,011173,Smyth,Mount Rogers,15rd Fd Fai19ax,7,1,01,Southampton,Western Tidewater,119ax,7,1,01/2020,51177,Spotsylvania,R8pahannoc19ax,7,1,0
4/26/2020,51179,Staff6rn Sd Fai19ax,7,1,0
2,2
4/26/2020,511818Alleghan19ax,7,1,0
/26/2020,51183,Sussex,C84414r3ghan19ax,7,1,0
51185,Tazewell,Cum5844x3n7annoc19ax,7,1,0
6/2020,51187,Warren,Lorppahannoc19ax,7,1,026/2020,51191,Washington,Mount dewater,119ax,7,1,02020,51193,Westmoreland,Three River86n8/annoc19ax,7,1,02195,Wise,Lenowisco,20,9,,1Ch0r1airfa19ax,7,1,02,Mount Rogers,11,1,1
4/26/2020,51199,Y19ax,7,1,02a,44,6,1
4/26/2020,51510,A18Cr1 2,5,119ax,7,1,0591,80,19
4/26/2020,51520,Bri0,51199,Y19ax,7,1,059,0
4/26/2020,51530,Buena Vista Ci19ax,7,1,059henandoah,5,0,0
4/21,0,19ax,7,1,059lottesville,Thomas425
5170
419ax,7,1,0592020,51550,Chesapeake,Ches,3n8/21,0,19ax,7,1,05/2020,51570,Colonial H3,51199,Y19ax,7,1,05/5,0,3
4/26/2020,51580,Covingto8Crater,319ax,7,1,05/6/2020,51590,Danville,Pd Fairfax19ax,7,1,05/33,13,1
4/26/2020,51595k5,G243,Cla19ax,7,1,05/
4/26/2020,51600,Fairfax 3,51199,Y19ax,7,1,05
4/26/2020,51610,Falls C42rke,Lord19ax,7,1,05
4/26/2020,51620,Franklin C5,51199,Y19ax,7,1,05
,16,0,0
4/26/2020,5163027020,518219ax,7,1,05hannock,23,6,0
4/26/2020,516
4/21,0,19ax,7,1,05h4,1,0
4/26/2020,51650,Hampton5ty,Weste19ax,7,1,05h26/2020,51660,Harris8ty,Weste19ax,7,1,05hoah,371,24,9
4/26/2020,51670,H0r3,Lynch19ax,7,1,05h
4/26/2020,51678,Le23,51199,Y19ax,7,1,05ndoah,3,0,0
4/26/2020,51dewater,119ax,7,1,05n Virginia,50,5,1
4/26/2020,51683,Man6sas City19ax,7,1,05niam,158,25,2
4/26/2020,8ty,Weste19ax,7,1,05nince William,45,6,1
4/2617020,518219ax,7,1,05nle,West Piedmont,0,0,02834/21,0,19ax,7,1,05ort News,Peninsula,111,32,6
4/26742rer,1ke,Lo19ax,7,1,05o,184,36,3
4/27/202083720,Nor19ax,7,1,05oco,2,2,0
4/27/2020,51730,Petersburg,Crater,319ax,7,1,05o2020,51735,Poquoson,Peninsula,69
4/21,0,19ax,7,1,05,Portsmouth,Portsmouth,108,32,Clarke,L19ax,7,1,05,adford,New River,3,0,0
4/26/2020,51760,R19ax,7,1,05,,Richmond,301,58,14
4/26/2020,510tral Virg19ax,7,1,05,e,33,5,0
4/26/2020,51775,Sal25
4/26/19ax,7,1,05,/26/2020,51790,Sta33,1,0
419ax,7,1,05doah,10,0,0
4/26/2020,5180h
7
4/26/19ax,7,1,05dater,147,31,5
4/26/2024airfax19ax,7,1,05dch,Virginia Beach,345,72,10
4/266020,518219ax,7,1,05d,Central Shenandoah,10,1,0
74
4Fairfa19ax,7,1,05dburg,Peninsula,15,6,1
4152or3pairfa19ax,7,1,05er,Lord Fairfax,33,1,0
419ax,7,1,05e01,Accomack,Eastn,Crater,319ax,7,1,05e25/2020,51003,Albemarle,Thomas Jefferso19ax,7,1,05e/25/2020,51005,Allegha243720,Nor19ax,7,1,05/25/2020,51007,Amelia,Piedm4Fa8rd Fai19ax,7,1,05/51009,Amherst,Central Virgin/dewater,119ax,7,1,05/011,Appomattox,Ce21,4,annoc19ax,7,1,05/
4/25/2020,51013,Arlin03,1,0
419ax,7,1,05/9,29
4/25/2020,51015,Augus19ax,7,1,0 Shenandoah,36,2,1
4/25/23e0142r70
419ax,7,1,0 2enandoah,0,0,0
4/25/2020,51019,19ax,7,1,0 tral Virginia,24,1,0
4/25/2020,51021,Bland,Moun19ax,7,1,0 0,0
4/25/2020,51023,Botetourt,Allegh1Cr1 Augus19ax,7,1,0 ,51025,Brunswick,Southsid,62548 5ugus19ax,7,1,0 27,Buchanan,Cumberland Plateau,1323,51Augus19ax,7,1,0 ,Buckingham,Piedmont,34,6,0
4/219ax,7,1,0 1,Campbell,Central Virginia,10,0,027
4/
4/219ax,7,1,0 1ine,Rappahannock,73,1,0
419ax,7,1,0035,Carroll,Mount Rogers,1 Vista Ci19ax,7,1,006,Charles City,Chickahomdewater,119ax,7,1,00251037,Charlotte,Piedmont,7,1,0
4/20,51199,Y19ax,7,1,00field,Chesterfield,440,39,18
41714,1
4/19ax,7,1,00,Lord Fairfax,7,1,0
4 Vista Ci19ax,7,1,00rfax,7,1,0
4/243,C6/204,annoc19ax,7,1,000
4/243,Clarke,Lord Fairfax,7,1,0236d1720,Nor19ax,7,1,00fax,7,1,0
4/243,Cl,64,1
4/19ax,7,1,00f0
4/243,Clarke,Lord Fairfax,7,1,0
4/2419ax,7,1,00rd Fairfax,7,1,0
4/243,Clarke38sas City19ax,7,1,00r/243,Clarke,Lord Fairfax,7,1,093n/dewCity19ax,7,1,00rax,7,1,0
4/243,Clarke,Lord Fai2or,l Virg19ax,7,1,00rke,Lord Fairfax,7,1,0
4/243,Clarke,Lo19ax,7,1,0,7,1,0
4/243,Clarke,Lord Fa0rfa3p6,Nor19ax,7,1,0,rke,Lord Fairfax,7,1
12837,Nor19ax,7,1,0,2airfax,7,1,0
4/243,Clarke,L19ax,7,1,0,,7,1,0
4/243,Clarke,L1r437,Nor19ax,7,1,0,,43,Clarke,Lord Fairfax,7,1,0
19ax,7,1,0,e,Lord Fairfax,7,1,0
4/2,,R2443rfax19ax,7,1,0,7,1,0
4/243,Clarke,L,6,0
4/219ax,7,1,0,/243,Clarke,Lord Fairfax,7231i34d9
4/219ax,7,1,0,Fairfax,7,1,0
4/243,Cla240,51810,19ax,7,1,0,F
4/243,Clarke,Lor6,51199,Y19ax,7,1,0,43,Clarke,Lord Fairfax,7,1,0
4land,Moun19ax,7,1,0rfax,7,1,0
4/243,Clarke,Lord 11,2Faannoc19ax,7,1,0rarke,Lord Fairfax,7,1,0
4/243,Cl2dat/ck81,0,19ax,7,1,0r24/243,Clarke,Lord Fairfax,7,1,0
4/21,0,19ax,7,1,0rirfax,7,1,0
4/243,Clarke,L915,Augus19ax,7,1,0r/243,Clarke,Lord Fairfax,7,2land,Moun18ax,7,1,0d Fairfax,7,1,0
4/243,Cla33u,3, City18ax,7,1,0d4/243,Clarke,Lord Fairfax,7,1o6,2102City18ax,7,1,0dairfax,7,1,0
4/243,Cl4r3,Lynch18ax,7,1,0d,0
4/243,Clarke,Lo3d Fairfa18ax,7,1,0d43,Clarke,Lord Fairfax,7,1,rppahannoc18ax,7,1,0 Fairfax,7,1,0
4/243,Clarke,Lo780,Lynch18ax,7,1,0 3,Clarke,Lord Fairfax,57,1,4,17,Nor18ax,7,1,0 airfax,7,1,0
4/243,Clarke,Lo2,Clarke,L18ax,7,1,0 3,Clarke,Lord Fairfax,7,1,0
4/243,18ax,7,1,0 Fairfax,7,1,0
4/243,Clarke17Clarke,L18ax,7,1,04/243,Clarke,Lord Fairfax,7,1,018ax,7,1,04ke,Lord Fairfax,7,1,0
3,or2,1,018ax,7,1,04121,Montgomery,New Rive212,7,1,018ax,7,1,04
4/243,Clarke,Lord Fairfax,7,1,d Fairfax18ax,7,1,04Fairfax,7,1,0
4/243,C4arke,Lord18ax,7,1,01,0
4/243,Clarke,Lord Fairfa9 Fairfax18ax,7,1,01Lord Fairfax,7,1,0
4/2413r3,Lynch18ax,7,1,017,1,0
4/243,Clarke,Lord Fairfax18ax,7,1,013,Clarke,Lord Fairfax,7,1,0
ssas City18ax,7,1,01rfax,7,1,0
4/243,Cla8 ,1,0
418ax,7,1,0,0
4/243,Clarke,Lord Fairfax3r0C4660
418ax,7,1,0,erson,7d Fairfax,7,1,06 Fairfax18ax,7,1,0,Fairfax,7,1,0Fairfax,7,1,018ax,7,1,0,rson,7dfax,7,1,0,1,0Fairfax,7,1h
7
 City18ax,7,1,0,020,51149,Prince George,Crater,318ax,7,1,0/2020,51153,Prince William,Prince William18ax,7,1,0/
4/26/2020,51155,P7Crater,318ax,7,1,0/0
4/26/2020,51157,Raax,7,1,018ax,7,1,0/ck Rapidan,2,0,0
1633,W49,42City18ax,7,1,0ounty,Three Rivers,89,4,0
4/26/236sas City18ax,7,1,0oty,Alleghany,39,1,0
4/26/218ax,7,1,0ockbridge,Central Shenandoah,k629a City18ax,7,1,0oRockingham,Central Shenandoah,1845Crater,318ax,7,1,0o7,Russell,Cumberland Platx1n8/21,0,18ax,7,1,01169,Scott,Lenowisco,6,1,1
18ax,7,1,01171,Shenandoah,Lord Fairfaxssas City18ax,7,1,011173,Smyth,Mount Rogers,15rd Fd Fai18ax,7,1,01,Southampton,Western Tidewater,118ax,7,1,01/2020,51177,Spotsylvania,R8pahannoc18ax,7,1,0
4/26/2020,51179,Staff6rn Sd Fai18ax,7,1,0
2,2
4/26/2020,511818Alleghan18ax,7,1,0
/26/2020,51183,Sussex,C7/2,ar2,1,018ax,7,1,0
51185,Tazewell,Cum5/ck83n7annoc18ax,7,1,0
6/2020,51187,Warren,Lorppahannoc18ax,7,1,026/2020,51191,Washington,Mount dewater,118ax,7,1,02020,51193,Westmoreland,Three River83n8/annoc18ax,7,1,02195,Wise,Lenowisco,20,9,39sa81
4/218ax,7,1,02,Mount Rogers,11,1,1
4/26/2020,51199,Y18ax,7,1,02a,44,6,1
4/26/2020,51510,A18Cr1 annoc18ax,7,1,0591,80,19
4/26/2020,51520,Bri0,51199,Y18ax,7,1,059,0
4/26/2020,51530,Buena Vista Ci18ax,7,1,059henandoah,5,0,0
4/21,0,18ax,7,1,059lottesville,Thomas4020,7,71,0,18ax,7,1,0592020,51550,Chesapeake,Ches,3n8/21,0,18ax,7,1,05/2020,51570,Colonial H3,51199,Y18ax,7,1,05/5,0,3
4/26/2020,51580,Covingto8Crater,318ax,7,1,05/6/2020,51590,Danville,Pd Fairfax18ax,7,1,05/33,13,1
4/26/2020,51595k4,G243,Cla18ax,7,1,05/
4/26/2020,51600,Fairfax 3,51199,Y18ax,7,1,05
4/26/2020,51610,Falls C42rke,Lord18ax,7,1,05
4/26/2020,51620,Franklin C5,51199,Y18ax,7,1,05
,16,0,0
4/26/2020,5163027020,518218ax,7,1,05hannock,23,6,0
4/26/2020,5165Crater,318ax,7,1,05h4,1,0
4/26/2020,51650,Hampton5ty,Weste18ax,7,1,05h26/2020,51660,Harris6ty,Weste18ax,7,1,05hoah,371,24,9
4/26/2020,51670,H0r3,Lynch18ax,7,1,05h
4/26/2020,51678,Le23,51199,Y18ax,7,1,05ndoah,3,0,0
4/26/2020,51dewater,118ax,7,1,05n Virginia,50,5,1
4/26/2020,51683,Man6sas City18ax,7,1,05niam,158,25,2
4/26/2020,980,Lynch18ax,7,1,05nince William,45,6,1
4/2617020,518218ax,7,1,05nle,West Piedmont,0,0,02834/21,0,18ax,7,1,05ort News,Peninsula,111,32,6
4/267fax75
41,0,18ax,7,1,05o,184,36,3
4/27/202083720,Nor18ax,7,1,05oco,2,2,0
4/27/2020,51730,Petersburg,Crater,318ax,7,1,05o2020,51735,Poquoson,Peninsula,6834/21,0,18ax,7,1,05,Portsmouth,Portsmouth,108,32dewater,118ax,7,1,05,adford,New River,3,0,0
4/26/2020,51760,R18ax,7,1,05,,Richmond,301,58,14
4/26/2020,510tral Virg18ax,7,1,05,e,33,5,0
4/26/2020,51775,Sal25
4/26/18ax,7,1,05,/26/2020,51790,Sta33,1,0
418ax,7,1,05doah,10,0,0
4/26/2020,5180h
7
4/26/18ax,7,1,05dater,147,31,5
4/26/2024airfax18ax,7,1,05dch,Virginia Beach,345,72,10
4/29020,518218ax,7,1,05d,Central Shenandoah,10,1,0
72
4Fairfa18ax,7,1,05dburg,Peninsula,15,6,1
41n Vr3pairfa18ax,7,1,05er,Lord Fairfax,33,1,0
418ax,7,1,05e01,Accomack,Eastn,Crater,318ax,7,1,05e25/2020,51003,Albemarle,Thomas Jefferso18ax,7,1,05e/25/2020,51005,Allegha243720,Nor18ax,7,1,05/25/2020,51007,Amelia,Piedm47,ord Fai18ax,7,1,05/51009,Amherst,Central Virgin/dewater,118ax,7,1,05/011,Appomattox,Ce21,4,annoc18ax,7,1,05/
4/25/2020,51013,Arli83,1,0
418ax,7,1,05/9,29
4/25/2020,538d Fairfa18ax,7,1,0 Shenandoah,36,2,1
4/25/2354sape71,0,18ax,7,1,0 2enandoah,0,0,0
4/25/2020,51019,18ax,7,1,0 tral Virginia,24,1,0
4/25/2020,51021,Bland,Moun18ax,7,1,0 0,0
4/25/2020,51023,Botetourt,Allegh1Cr1 Augus18ax,7,1,0 ,51025,Brunswick,Southsid,54337,41,0,18ax,7,1,0 27,Buchanan,Cumberland Plateau,1323,51Augus18ax,7,1,0 ,Buckingham,Piedmont,34,6,0
4/218ax,7,1,0 1,Campbell,Central Virginia,10,0,024
4/
4/218ax,7,1,0 1ine,Rappahannock,73,1,0
418ax,7,1,0035,Carroll,Mount Rogers,3,51199,Y18ax,7,1,006,Charles City,Chickahomdewater,118ax,7,1,00251037,Charlotte,Piedmont,7,1,0
4/20,51199,Y18ax,7,1,00field,Chesterfield,440,39,18
415r3,Lynch18ax,7,1,00,Lord Fairfax,7,1,0
4 Vista Ci18ax,7,1,00rfax,7,1,0
4/243,Cdbu2,1,0
418ax,7,1,000
4/243,Clarke,Lord Fairfax,7,1,0233d1720,Nor18ax,7,1,00fax,7,1,0
4/243,Cl,64,1
4/18ax,7,1,00f0
4/243,Clarke,Lord Fairfax,7,1,0
4/2418ax,7,1,00rd Fairfax,7,1,0
4/243,Clarke38sas City18ax,7,1,00r/243,Clarke,Lord Fairfax,7,1,082ngton,Ce18ax,7,1,00rax,7,1,0
4/243,Clarke,Lord Fai2ssas City18ax,7,1,00rke,Lord Fairfax,7,1,0
4/243,Clarke,Lo18ax,7,1,0,7,1,0
4/243,Clarke,Lord Fa02o29,41,0,18ax,7,1,0,rke,Lord Fairfax,7,19202or2,1,018ax,7,1,0,2airfax,7,1,0
4/243 Vista Ci18ax,7,1,0,,7,1,0
4/243,Clarke,L1r437,Nor18ax,7,1,0,,43,Clarke,Lord Fairfax,7,1,0
18ax,7,1,0,e,Lord Fairfax,7,1,0
4/2,,R2443rfax18ax,7,1,0,7,1,0
4/243,Clarke,L,6,0
4/218ax,7,1,0,/243,Clarke,Lord Fairfax,7211i34d9
4/218ax,7,1,0,Fairfax,7,1,0
4/243,Cla240,51810,18ax,7,1,0,F
4/243,Clarke,Lor6,51199,Y18ax,7,1,0,43,Clarke,Lord Fairfax,7,1,0
4land,Moun18ax,7,1,0rfax,7,1,0
4/243,Clarke,Lord er,18/annoc18ax,7,1,0rarke,Lord Fairfax,7,1,0
4/243,Cl2d1158,onnoc18ax,7,1,0r24/243,Clarke,Lord Fairfax,7,1,0
4/21,0,18ax,7,1,0rirfax,7,1,0
4/243,Clarke,L91243,Cla18ax,7,1,0r/243,Clarke,Lord Fairfax,7,2land,Moun17ax,7,1,0d Fairfax,7,1,0
4/243,Cla283451Augus17ax,7,1,0d4/243,Clarke,Lord Fairfax,7,1o6,20rd Fai17ax,7,1,0dairfax,7,1,0
4/243,Cl4r3,Lynch17ax,7,1,0d,0
4/243,Clarke,Lo3d Fairfa17ax,7,1,0d43,Clarke,Lord Fairfax,7,1,rpp1,Lynch17ax,7,1,0 Fairfax,7,1,0
4/243,Clarke,Lo780,Lynch17ax,7,1,0 3,Clarke,Lord Fairfax,4raxort1ke,Lo17ax,7,1,0 airfax,7,1,0
4/243,Clarke,Lo19Crater,317ax,7,1,0 3,Clarke,Lord Fairfax,7,1,0
4/243,17ax,7,1,0 Fairfax,7,1,0
4/243,Clarke17Clarke,L17ax,7,1,04/243,Clarke,Lord Fairfax,7,1,017ax,7,1,04ke,Lord Fairfax,7,1,0
3,or2,1,017ax,7,1,04121,Montgomery,New Rive51720,Nor17ax,7,1,04
4/243,Clarke,Lord Fairfax,7,1,d Fairfax17ax,7,1,04Fairfax,7,1,0
4/243,C440,51810,17ax,7,1,01,0
4/243,Clarke,Lord Fairfa9 Fairfax17ax,7,1,01Lord Fairfax,7,1,0
4/2411r3,Lynch17ax,7,1,017,1,0
4/243,Clarke,Lord Fairfax17ax,7,1,013,Clarke,Lord Fairfax,7,1,0
51720,Nor17ax,7,1,01rfax,7,1,0
4/243,Cla8 ,1,0
417ax,7,1,0,0
4/243,Clarke,Lord Fairfax211,2660
417ax,7,1,0,erson,7d Fairfax,7,1,06 Fairfax17ax,7,1,0,Fairfax,7,1,0Fairfax,7,1,017ax,7,1,0,rson,7dfax,7,1,0,1,0Fairfax,7,1h2,4,annoc17ax,7,1,0,020,51149,Prince Georg8 Fairfax17ax,7,1,0/2020,51153,Prince William,Prince William17ax,7,1,0/
4/26/2020,51155,P7Crater,317ax,7,1,0/0
4/26/2020,51157,Raax,7,1,017ax,7,1,0/ck Rapidan,2,0,0
14766285r371,017ax,7,1,0ounty,Three Rivers,89,4,0
4/26/235sas City17ax,7,1,0oty,Alleghany,39,1,0
4/26/217ax,7,1,0ockbridge,Central Shenandoah,k4ral Virg17ax,7,1,0oRockingham,Central Shenandoah,1845Crater,317ax,7,1,0o7,Russell,Cumberland Plat7667ater,317ax,7,1,01169,Scott,Lenowisco,6,1,1
17ax,7,1,01171,Shenandoah,Lord Fairfax0sas City17ax,7,1,011173,Smyth,Mount Rogers,152d Fd Fai17ax,7,1,01,Southampton,Western Tidewater,117ax,7,1,01/2020,51177,Spotsylvania,R7Crater,317ax,7,1,0
4/26/2020,51179,Staff6rn Sd Fai17ax,7,1,0
2,2
4/26/2020,511817Crater,317ax,7,1,0
/26/2020,51183,Sussex,C702,ar2,1,017ax,7,1,0
51185,Tazewell,Cum5h2,42d 2,1,017ax,7,1,0
6/2020,51187,Warren,Lorppahannoc17ax,7,1,026/2020,51191,Washington,Mount dewater,117ax,7,1,02020,51193,Westmoreland,Three River69n8/annoc17ax,7,1,02195,Wise,Lenowisco,20,9,38sa6480,No17ax,7,1,02,Mount Rogers,11,1,1
4/26/2020,51199,Y17ax,7,1,02a,44,6,1
4/26/2020,51510,A18Cr1 annoc17ax,7,1,0591,80,19
4/26/2020,51520,Bri0,51199,Y17ax,7,1,059,0
4/26/2020,51530,Buena Vista Ci17ax,7,1,059henandoah,5,0,0
4/21,0,17ax,7,1,059lottesville,Thomas3
/2a6471,0,17ax,7,1,0592020,51550,Chesapeake,Ches,3n8/21,0,17ax,7,1,05/2020,51570,Colonial H3,51199,Y17ax,7,1,05/5,0,3
4/26/2020,51580,Covingto8Crater,317ax,7,1,05/6/2020,51590,Danville,Pd Fairfax17ax,7,1,05/33,13,1
4/26/2020,51595k2on,AlMoun17ax,7,1,05/
4/26/2020,51600,Fairfax 3,51199,Y17ax,7,1,05
4/26/2020,51610,Falls C40
sta Ci17ax,7,1,05
4/26/2020,51620,Franklin C5,51199,Y17ax,7,1,05
,16,0,0
4/26/2020,5163027020,518217ax,7,1,05hannock,23,6,0
4/26/2020,5165Crater,317ax,7,1,05h4,1,0
4/26/2020,51650,Hampton5ty,Weste17ax,7,1,05h26/2020,51660,Harris5ty,Weste17ax,7,1,05hoah,371,24,9
4/26/2020,51670,191 FWeste17ax,7,1,05h
4/26/2020,51678,Le2dewater,117ax,7,1,05ndoah,3,0,0
4/26/2020,51dewater,117ax,7,1,05n Virginia,50,5,1
4/26/2020,51683,Man6sas City17ax,7,1,05niam,158,25,2
4/26/2020,780,Lynch17ax,7,1,05nince William,45,6,1
4/2617020,518217ax,7,1,05nle,West Piedmont,0,0,02834/21,0,17ax,7,1,05ort News,Peninsula,111,32,6
4/26644
72
31,0,17ax,7,1,05o,184,36,3
4/27/202083720,Nor17ax,7,1,05oco,2,2,0
4/27/2020,51730,Petersburg,Crater,317ax,7,1,05o2020,51735,Poquoson,Peninsula,6834/21,0,17ax,7,1,05,Portsmouth,Portsmouth,108,32dewater,117ax,7,1,05,adford,New River,3,0,0
4/26/2020,51760,R17ax,7,1,05,,Richmond,301,58,14
4/26/2020,583d Fairfa17ax,7,1,05,e,33,5,0
4/26/2020,51775,Sal25
4/26/17ax,7,1,05,/26/2020,51790,Stad Fairfax17ax,7,1,05doah,10,0,0
4/26/2020,5180h3
sta Ci17ax,7,1,05dater,147,31,5
4/26/2010,51810,17ax,7,1,05dch,Virginia Beach,345,72,10
4/27020,518217ax,7,1,05d,Central Shenandoah,10,1,0
60
4Fairfa17ax,7,1,05dburg,Peninsula,15,6,1
41a8rd3Fairfa17ax,7,1,05er,Lord Fairfax,33,1,0
417ax,7,1,05e01,Accomack,Eastn,Crater,317ax,7,1,05e25/2020,51003,Albemarle,Thomas Jefferso17ax,7,1,05e/25/2020,51005,Allegha223720,Nor17ax,7,1,05/25/2020,51007,Amelia,Piedm48,ord Fai17ax,7,1,05/51009,Amherst,Central Virgin9 Fairfax17ax,7,1,05/011,Appomattox,Ce27,4,annoc17ax,7,1,05/
4/25/2020,51013,Arli83,1,0
417ax,7,1,05/9,29
4/25/2020,538d Fairfa17ax,7,1,0 Shenandoah,36,2,1
4/25/23H1146,ke,Lo17ax,7,1,0 2enandoah,0,0,0
4/25/2020,51019,17ax,7,1,0 tral Virginia,24,1,0
4/25/2020,51021,Bland,Moun17ax,7,1,0 0,0
4/25/2020,51023,Botetourt,Allegh0tn,CrMoun17ax,7,1,0 ,51025,Brunswick,Southsid,nin36saMoun17ax,7,1,0 27,Buchanan,Cumberland Plateau,1319,51Augus17ax,7,1,0 ,Buckingham,Piedmont,34,6,0
4/217ax,7,1,0 1,Campbell,Central Virginia,10,0,022
4/
4/217ax,7,1,0 1ine,Rappahannock,73,1,0
417ax,7,1,0035,Carroll,Mount Rogers,36,0
4/217ax,7,1,006,Charles City,Chickahomdewater,117ax,7,1,00251037,Charlotte,Piedmont,7,1,0
4/9 Fairfax17ax,7,1,00field,Chesterfield,440,39,18
415r3,Lynch17ax,7,1,00,Lord Fairfax,7,1,0
4 Vista Ci17ax,7,1,00rfax,7,1,0
4/243,Cd8u2,1,0
417ax,7,1,000
4/243,Clarke,Lord Fairfax,7,1,02n,A7ater,317ax,7,1,00fax,7,1,0
4/243,Cl,4r3,Lynch17ax,7,1,00f0
4/243,Clarke,Lord Fairfax,7,1,0
4/2417ax,7,1,00rd Fairfax,7,1,0
4/243,Clarke38sas City17ax,7,1,00r/243,Clarke,Lord Fairfax,7,1,072ngton,Ce17ax,7,1,00rax,7,1,0
