County,Cases,Hospitalizations,Deaths,Date,State,Abbr,FIPS,Recovered,Tests
Rappahannock,0,0,0,2020-04-05,Virginia,VA,51157,NA,NA
Spotsylvania,26,3,1,2020-04-05,Virginia,VA,51177,NA,NA
Stafford,43,3,0,2020-04-05,Virginia,VA,51179,NA,NA
Warren,5,1,0,2020-04-05,Virginia,VA,51187,NA,NA
Alexandria City,93,4,0,2020-04-05,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-04-05,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-04-05,Virginia,VA,51610,NA,NA
Fredericksburg,7,1,0,2020-04-05,Virginia,VA,51630,NA,NA
Manassas,17,2,0,2020-04-05,Virginia,VA,51683,NA,NA
Manassas Park,4,1,0,2020-04-05,Virginia,VA,51685,NA,NA
Calvert,39,NA,1,2020-04-04,Maryland,MD,24009,NA,NA
Charles,111,NA,2,2020-04-04,Maryland,MD,24017,NA,NA
Frederick,112,NA,3,2020-04-04,Maryland,MD,24021,NA,NA
Montgomery,693,NA,13,2020-04-04,Maryland,MD,24031,NA,NA
Prince Georges,785,NA,16,2020-04-04,Maryland,MD,24033,NA,NA
Jefferson,21,NA,NA,2020-04-04,West Virginia,WV,54037,NA,NA
District of Columbia,998,NA,22,2020-04-04,District of Columbia,DC,11001,NA,NA
Arlington,181,11,5,2020-04-04,Virginia,VA,51013,NA,NA
Clarke,2,1,0,2020-04-04,Virginia,VA,51043,NA,NA
Culpeper,8,4,1,2020-04-04,Virginia,VA,51047,NA,NA
Fairfax,426,83,6,2020-04-04,Virginia,VA,51059,NA,NA
Fauquier,10,1,0,2020-04-04,Virginia,VA,51061,NA,NA
Loudoun,167,26,4,2020-04-04,Virginia,VA,51107,NA,NA
Prince William,175,28,3,2020-04-04,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-04-04,Virginia,VA,51157,NA,NA
Spotsylvania,24,3,1,2020-04-04,Virginia,VA,51177,NA,NA
Stafford,41,3,0,2020-04-04,Virginia,VA,51179,NA,NA
Warren,4,1,0,2020-04-04,Virginia,VA,51187,NA,NA
Alexandria City,74,4,0,2020-04-04,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-04-04,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-04-04,Virginia,VA,51610,NA,NA
Fredericksburg,7,1,0,2020-04-04,Virginia,VA,51630,NA,NA
Manassas,14,1,0,2020-04-04,Virginia,VA,51683,NA,NA
Manassas Park,2,1,0,2020-04-04,Virginia,VA,51685,NA,NA
Calvert,33,NA,1,2020-04-03,Maryland,MD,24009,NA,NA
Charles,95,NA,1,2020-04-03,Maryland,MD,24017,NA,NA
Frederick,73,NA,2,2020-04-03,Maryland,MD,24021,NA,NA
Montgomery,640,NA,9,2020-04-03,Maryland,MD,24031,NA,NA
Prince Georges,653,NA,13,2020-04-03,Maryland,MD,24033,NA,NA
Jefferson,17,NA,NA,2020-04-03,West Virginia,WV,54037,NA,NA
District of Columbia,902,NA,21,2020-04-03,District of Columbia,DC,11001,NA,NA
Arlington,150,11,6,2020-04-03,Virginia,VA,51013,NA,NA
Clarke,2,1,0,2020-04-03,Virginia,VA,51043,NA,NA
Culpeper,8,4,1,2020-04-03,Virginia,VA,51047,NA,NA
Fairfax,387,58,6,2020-04-03,Virginia,VA,51059,NA,NA
Fauquier,10,1,0,2020-04-03,Virginia,VA,51061,NA,NA
Loudoun,150,24,4,2020-04-03,Virginia,VA,51107,NA,NA
Prince William,159,28,2,2020-04-03,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-04-03,Virginia,VA,51157,NA,NA
Spotsylvania,18,3,1,2020-04-03,Virginia,VA,51177,NA,NA
Stafford,38,3,0,2020-04-03,Virginia,VA,51179,NA,NA
Warren,4,1,0,2020-04-03,Virginia,VA,51187,NA,NA
Alexandria City,68,4,0,2020-04-03,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-04-03,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-04-03,Virginia,VA,51610,NA,NA
Fredericksburg,7,1,0,2020-04-03,Virginia,VA,51630,NA,NA
Manassas,14,1,0,2020-04-03,Virginia,VA,51683,NA,NA
Manassas Park,2,1,0,2020-04-03,Virginia,VA,51685,NA,NA
Calvert,30,NA,1,2020-04-02,Maryland,MD,24009,NA,NA
Charles,90,NA,1,2020-04-02,Maryland,MD,24017,NA,NA
Frederick,54,NA,2,2020-04-02,Maryland,MD,24021,NA,NA
Montgomery,566,NA,9,2020-04-02,Maryland,MD,24031,NA,NA
Prince Georges,563,NA,9,2020-04-02,Maryland,MD,24033,NA,NA
Jefferson,12,NA,NA,2020-04-02,West Virginia,WV,54037,NA,NA
District of Columbia,757,NA,15,2020-04-02,District of Columbia,DC,11001,NA,NA
Arlington,135,8,5,2020-04-02,Virginia,VA,51013,NA,NA
Clarke,2,1,0,2020-04-02,Virginia,VA,51043,NA,NA
Culpeper,7,3,1,2020-04-02,Virginia,VA,51047,NA,NA
Fairfax,372,57,5,2020-04-02,Virginia,VA,51059,NA,NA
Fauquier,9,1,0,2020-04-02,Virginia,VA,51061,NA,NA
Loudoun,130,20,3,2020-04-02,Virginia,VA,51107,NA,NA
Prince William,131,24,2,2020-04-02,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-04-02,Virginia,VA,51157,NA,NA
Spotsylvania,11,2,0,2020-04-02,Virginia,VA,51177,NA,NA
Stafford,29,3,0,2020-04-02,Virginia,VA,51179,NA,NA
Warren,4,1,0,2020-04-02,Virginia,VA,51187,NA,NA
Alexandria City,56,4,0,2020-04-02,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-04-02,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-04-02,Virginia,VA,51610,NA,NA
Fredericksburg,4,0,0,2020-04-02,Virginia,VA,51630,NA,NA
Manassas,13,1,0,2020-04-02,Virginia,VA,51683,NA,NA
Manassas Park,2,1,0,2020-04-02,Virginia,VA,51685,NA,NA
Calvert,22,NA,NA,2020-04-01,Maryland,MD,24009,NA,NA
Charles,69,NA,NA,2020-04-01,Maryland,MD,24017,NA,NA
Frederick,45,NA,NA,2020-04-01,Maryland,MD,24021,NA,NA
Montgomery,498,NA,NA,2020-04-01,Maryland,MD,24031,NA,NA
Prince Georges,473,NA,NA,2020-04-01,Maryland,MD,24033,NA,NA
Jefferson,12,NA,NA,2020-04-01,West Virginia,WV,54037,NA,NA
District of Columbia,653,NA,12,2020-04-01,District of Columbia,DC,11001,NA,NA
Arlington,128,8,4,2020-04-01,Virginia,VA,51013,NA,NA
Clarke,1,1,0,2020-04-01,Virginia,VA,51043,NA,NA
Culpeper,6,3,1,2020-04-01,Virginia,VA,51047,NA,NA
Fairfax,328,42,5,2020-04-01,Virginia,VA,51059,NA,NA
Fauquier,8,0,0,2020-04-01,Virginia,VA,51061,NA,NA
Loudoun,121,19,3,2020-04-01,Virginia,VA,51107,NA,NA
Prince William,117,24,2,2020-04-01,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-04-01,Virginia,VA,51157,NA,NA
Spotsylvania,9,2,0,2020-04-01,Virginia,VA,51177,NA,NA
Stafford,27,3,0,2020-04-01,Virginia,VA,51179,NA,NA
Warren,3,1,0,2020-04-01,Virginia,VA,51187,NA,NA
Alexandria City,33,4,0,2020-04-01,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-04-01,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-04-01,Virginia,VA,51610,NA,NA
Fredericksburg,2,0,0,2020-04-01,Virginia,VA,51630,NA,NA
Manassas,12,0,0,2020-04-01,Virginia,VA,51683,NA,NA
Manassas Park,1,1,0,2020-04-01,Virginia,VA,51685,NA,NA
Calvert,18,NA,NA,2020-03-31,Maryland,MD,24009,NA,NA
Charles,56,NA,NA,2020-03-31,Maryland,MD,24017,NA,NA
Frederick,35,NA,NA,2020-03-31,Maryland,MD,24021,NA,NA
Montgomery,447,NA,NA,2020-03-31,Maryland,MD,24031,NA,NA
Prince Georges,403,NA,NA,2020-03-31,Maryland,MD,24033,NA,NA
Jefferson,9,NA,NA,2020-03-31,West Virginia,WV,54037,NA,NA
District of Columbia,586,NA,11,2020-03-31,District of Columbia,DC,11001,NA,NA
Arlington,119,8,3,2020-03-31,Virginia,VA,51013,NA,NA
Clarke,1,1,0,2020-03-31,Virginia,VA,51043,NA,NA
Culpeper,5,3,0,2020-03-31,Virginia,VA,51047,NA,NA
Fairfax,288,32,5,2020-03-31,Virginia,VA,51059,NA,NA
Fauquier,7,0,0,2020-03-31,Virginia,VA,51061,NA,NA
Loudoun,105,15,2,2020-03-31,Virginia,VA,51107,NA,NA
Prince William,106,20,2,2020-03-31,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-31,Virginia,VA,51157,NA,NA
Spotsylvania,8,2,0,2020-03-31,Virginia,VA,51177,NA,NA
Stafford,28,3,0,2020-03-31,Virginia,VA,51179,NA,NA
Warren,3,1,0,2020-03-31,Virginia,VA,51187,NA,NA
Alexandria City,32,3,0,2020-03-31,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-31,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-31,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-31,Virginia,VA,51630,NA,NA
Manassas,9,0,0,2020-03-31,Virginia,VA,51683,NA,NA
Manassas Park,1,1,0,2020-03-31,Virginia,VA,51685,NA,NA
Calvert,15,NA,NA,2020-03-30,Maryland,MD,24009,NA,NA
Charles,40,NA,NA,2020-03-30,Maryland,MD,24017,NA,NA
Frederick,33,NA,NA,2020-03-30,Maryland,MD,24021,NA,NA
Montgomery,388,NA,NA,2020-03-30,Maryland,MD,24031,NA,NA
Prince Georges,341,NA,NA,2020-03-30,Maryland,MD,24033,NA,NA
Jefferson,8,NA,NA,2020-03-30,West Virginia,WV,54037,NA,NA
District of Columbia,495,NA,9,2020-03-30,District of Columbia,DC,11001,NA,NA
Arlington,104,8,2,2020-03-30,Virginia,VA,51013,NA,NA
Clarke,1,1,0,2020-03-30,Virginia,VA,51043,NA,NA
Culpeper,3,1,0,2020-03-30,Virginia,VA,51047,NA,NA
Fairfax,244,17,2,2020-03-30,Virginia,VA,51059,NA,NA
Fauquier,7,0,0,2020-03-30,Virginia,VA,51061,NA,NA
Loudoun,87,8,2,2020-03-30,Virginia,VA,51107,NA,NA
Prince William,94,19,1,2020-03-30,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-30,Virginia,VA,51157,NA,NA
Spotsylvania,7,2,0,2020-03-30,Virginia,VA,51177,NA,NA
Stafford,24,2,0,2020-03-30,Virginia,VA,51179,NA,NA
Warren,3,1,0,2020-03-30,Virginia,VA,51187,NA,NA
Alexandria City,30,2,0,2020-03-30,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-30,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-30,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-30,Virginia,VA,51630,NA,NA
Manassas,8,0,0,2020-03-30,Virginia,VA,51683,NA,NA
Manassas Park,1,1,0,2020-03-30,Virginia,VA,51685,NA,NA
Calvert,12,NA,NA,2020-03-29,Maryland,MD,24009,NA,NA
Charles,33,NA,NA,2020-03-29,Maryland,MD,24017,NA,NA
Frederick,26,NA,NA,2020-03-29,Maryland,MD,24021,NA,NA
Montgomery,341,NA,NA,2020-03-29,Maryland,MD,24031,NA,NA
Prince Georges,294,NA,NA,2020-03-29,Maryland,MD,24033,NA,NA
Jefferson,6,NA,NA,2020-03-29,West Virginia,WV,54037,NA,NA
District of Columbia,401,NA,9,2020-03-29,District of Columbia,DC,11001,NA,NA
Arlington,86,8,1,2020-03-29,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-29,Virginia,VA,51043,NA,NA
Culpeper,3,1,0,2020-03-29,Virginia,VA,51047,NA,NA
Fairfax,224,15,2,2020-03-29,Virginia,VA,51059,NA,NA
Fauquier,6,0,0,2020-03-29,Virginia,VA,51061,NA,NA
Loudoun,61,7,2,2020-03-29,Virginia,VA,51107,NA,NA
Prince William,79,17,1,2020-03-29,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-29,Virginia,VA,51157,NA,NA
Spotsylvania,6,2,0,2020-03-29,Virginia,VA,51177,NA,NA
Stafford,20,1,0,2020-03-29,Virginia,VA,51179,NA,NA
Warren,2,0,0,2020-03-29,Virginia,VA,51187,NA,NA
Alexandria City,26,1,0,2020-03-29,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-29,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-29,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-29,Virginia,VA,51630,NA,NA
Manassas,7,0,0,2020-03-29,Virginia,VA,51683,NA,NA
Manassas Park,1,1,0,2020-03-29,Virginia,VA,51685,NA,NA
Calvert,10,NA,NA,2020-03-28,Maryland,MD,24009,NA,NA
Charles,28,NA,NA,2020-03-28,Maryland,MD,24017,NA,NA
Frederick,24,NA,NA,2020-03-28,Maryland,MD,24021,NA,NA
Montgomery,301,NA,NA,2020-03-28,Maryland,MD,24031,NA,NA
Prince Georges,247,NA,NA,2020-03-28,Maryland,MD,24033,NA,NA
Jefferson,5,NA,NA,2020-03-28,West Virginia,WV,54037,NA,NA
District of Columbia,342,NA,4,2020-03-28,District of Columbia,DC,11001,NA,NA
Arlington,84,7,1,2020-03-28,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-28,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-28,Virginia,VA,51047,NA,NA
Fairfax,187,15,2,2020-03-28,Virginia,VA,51059,NA,NA
Fauquier,6,0,0,2020-03-28,Virginia,VA,51061,NA,NA
Loudoun,61,7,2,2020-03-28,Virginia,VA,51107,NA,NA
Prince William,72,14,1,2020-03-28,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-28,Virginia,VA,51157,NA,NA
Spotsylvania,5,2,0,2020-03-28,Virginia,VA,51177,NA,NA
Stafford,13,1,0,2020-03-28,Virginia,VA,51179,NA,NA
Warren,2,0,0,2020-03-28,Virginia,VA,51187,NA,NA
Alexandria City,25,1,0,2020-03-28,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-28,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-28,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-28,Virginia,VA,51630,NA,NA
Manassas,5,0,0,2020-03-28,Virginia,VA,51683,NA,NA
Manassas Park,1,0,0,2020-03-28,Virginia,VA,51685,NA,NA
Calvert,8,NA,NA,2020-03-27,Maryland,MD,24009,NA,NA
Charles,21,NA,NA,2020-03-27,Maryland,MD,24017,NA,NA
Frederick,22,NA,NA,2020-03-27,Maryland,MD,24021,NA,NA
Montgomery,255,NA,NA,2020-03-27,Maryland,MD,24031,NA,NA
Prince Georges,196,NA,NA,2020-03-27,Maryland,MD,24033,NA,NA
Jefferson,4,NA,NA,2020-03-27,West Virginia,WV,54037,NA,NA
District of Columbia,314,NA,4,2020-03-27,District of Columbia,DC,11001,NA,NA
Arlington,75,5,0,2020-03-27,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-27,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-27,Virginia,VA,51047,NA,NA
Fairfax,156,16,2,2020-03-27,Virginia,VA,51059,NA,NA
Fauquier,6,0,0,2020-03-27,Virginia,VA,51061,NA,NA
Loudoun,54,7,1,2020-03-27,Virginia,VA,51107,NA,NA
Prince William,56,12,1,2020-03-27,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-27,Virginia,VA,51157,NA,NA
Spotsylvania,3,2,0,2020-03-27,Virginia,VA,51177,NA,NA
Stafford,11,1,0,2020-03-27,Virginia,VA,51179,NA,NA
Warren,2,0,0,2020-03-27,Virginia,VA,51187,NA,NA
Alexandria City,20,0,0,2020-03-27,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-27,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-27,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-27,Virginia,VA,51630,NA,NA
Manassas,4,0,0,2020-03-27,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-27,Virginia,VA,51685,NA,NA
Calvert,9,NA,NA,2020-03-26,Maryland,MD,24009,NA,NA
Charles,17,NA,NA,2020-03-26,Maryland,MD,24017,NA,NA
Frederick,15,NA,NA,2020-03-26,Maryland,MD,24021,NA,NA
Montgomery,208,NA,NA,2020-03-26,Maryland,MD,24031,NA,NA
Prince Georges,148,NA,NA,2020-03-26,Maryland,MD,24033,NA,NA
Jefferson,4,NA,NA,2020-03-26,West Virginia,WV,54037,NA,NA
District of Columbia,267,NA,3,2020-03-26,District of Columbia,DC,11001,NA,NA
Arlington,63,4,0,2020-03-26,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-26,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-26,Virginia,VA,51047,NA,NA
Fairfax,124,12,1,2020-03-26,Virginia,VA,51059,NA,NA
Fauquier,4,0,0,2020-03-26,Virginia,VA,51061,NA,NA
Loudoun,43,6,1,2020-03-26,Virginia,VA,51107,NA,NA
Prince William,44,10,0,2020-03-26,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-26,Virginia,VA,51157,NA,NA
Spotsylvania,2,1,0,2020-03-26,Virginia,VA,51177,NA,NA
Stafford,11,0,0,2020-03-26,Virginia,VA,51179,NA,NA
Warren,2,0,0,2020-03-26,Virginia,VA,51187,NA,NA
Alexandria City,18,0,0,2020-03-26,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-26,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-26,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-26,Virginia,VA,51630,NA,NA
Manassas,3,0,0,2020-03-26,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-26,Virginia,VA,51685,NA,NA
Fairfax City,0,0,0,2020-03-26,Virginia,VA,51600,NA,NA
Calvert,7,NA,NA,2020-03-25,Maryland,MD,24009,NA,NA
Charles,10,NA,NA,2020-03-25,Maryland,MD,24017,NA,NA
Frederick,14,NA,NA,2020-03-25,Maryland,MD,24021,NA,NA
Montgomery,164,NA,NA,2020-03-25,Maryland,MD,24031,NA,NA
Prince Georges,101,NA,NA,2020-03-25,Maryland,MD,24033,NA,NA
Jefferson,4,NA,NA,2020-03-25,West Virginia,WV,54037,NA,NA
District of Columbia,231,NA,3,2020-03-25,District of Columbia,DC,11001,NA,NA
Arlington,54,4,0,2020-03-25,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-25,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-25,Virginia,VA,51047,NA,NA
Fairfax,79,9,1,2020-03-25,Virginia,VA,51059,NA,NA
Fauquier,1,0,0,2020-03-25,Virginia,VA,51061,NA,NA
Loudoun,28,5,0,2020-03-25,Virginia,VA,51107,NA,NA
Prince William,36,6,0,2020-03-25,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-25,Virginia,VA,51157,NA,NA
Spotsylvania,2,0,0,2020-03-25,Virginia,VA,51177,NA,NA
Stafford,7,0,0,2020-03-25,Virginia,VA,51179,NA,NA
Warren,1,0,0,2020-03-25,Virginia,VA,51187,NA,NA
Alexandria City,14,0,0,2020-03-25,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-25,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-25,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-25,Virginia,VA,51630,NA,NA
Manassas,3,0,0,2020-03-25,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-25,Virginia,VA,51685,NA,NA
Calvert,3,NA,NA,2020-03-24,Maryland,MD,24009,NA,NA
Charles,8,NA,NA,2020-03-24,Maryland,MD,24017,NA,NA
Frederick,7,NA,NA,2020-03-24,Maryland,MD,24021,NA,NA
Montgomery,127,NA,NA,2020-03-24,Maryland,MD,24031,NA,NA
Prince Georges,76,NA,NA,2020-03-24,Maryland,MD,24033,NA,NA
Jefferson,3,NA,NA,2020-03-24,West Virginia,WV,54037,NA,NA
District of Columbia,183,NA,2,2020-03-24,District of Columbia,DC,11001,NA,NA
Arlington,46,4,0,2020-03-24,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-24,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-24,Virginia,VA,51047,NA,NA
Fairfax,76,9,1,2020-03-24,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-24,Virginia,VA,51061,NA,NA
Loudoun,20,5,0,2020-03-24,Virginia,VA,51107,NA,NA
Prince William,32,6,0,2020-03-24,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-24,Virginia,VA,51157,NA,NA
Spotsylvania,3,0,0,2020-03-24,Virginia,VA,51177,NA,NA
Stafford,6,0,0,2020-03-24,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-24,Virginia,VA,51187,NA,NA
Alexandria City,9,0,0,2020-03-24,Virginia,VA,51510,NA,NA
Fairfax City,1,0,0,2020-03-24,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-24,Virginia,VA,51610,NA,NA
Fredericksburg,1,0,0,2020-03-24,Virginia,VA,51630,NA,NA
Manassas,2,0,0,2020-03-24,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-24,Virginia,VA,51685,NA,NA
Calvert,3,NA,NA,2020-03-23,Maryland,MD,24009,NA,NA
Charles,5,NA,NA,2020-03-23,Maryland,MD,24017,NA,NA
Frederick,4,NA,NA,2020-03-23,Maryland,MD,24021,NA,NA
Montgomery,107,NA,NA,2020-03-23,Maryland,MD,24031,NA,NA
Prince Georges,63,NA,NA,2020-03-23,Maryland,MD,24033,NA,NA
Jefferson,3,NA,NA,2020-03-23,West Virginia,WV,54037,NA,NA
District of Columbia,137,NA,2,2020-03-23,District of Columbia,DC,11001,NA,NA
Arlington,36,4,0,2020-03-23,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-23,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-23,Virginia,VA,51047,NA,NA
Fairfax,46,5,1,2020-03-23,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-23,Virginia,VA,51061,NA,NA
Loudoun,18,4,0,2020-03-23,Virginia,VA,51107,NA,NA
Prince William,23,5,0,2020-03-23,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-23,Virginia,VA,51157,NA,NA
Spotsylvania,2,0,0,2020-03-23,Virginia,VA,51177,NA,NA
Stafford,6,0,0,2020-03-23,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-23,Virginia,VA,51187,NA,NA
Alexandria City,8,0,0,2020-03-23,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-23,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-23,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-23,Virginia,VA,51630,NA,NA
Manassas,0,0,0,2020-03-23,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-23,Virginia,VA,51685,NA,NA
Calvert,2,NA,NA,2020-03-22,Maryland,MD,24009,NA,NA
Charles,5,NA,NA,2020-03-22,Maryland,MD,24017,NA,NA
Frederick,2,NA,NA,2020-03-22,Maryland,MD,24021,NA,NA
Montgomery,93,NA,NA,2020-03-22,Maryland,MD,24031,NA,NA
Prince Georges,47,NA,NA,2020-03-22,Maryland,MD,24033,NA,NA
Jefferson,3,NA,NA,2020-03-22,West Virginia,WV,54037,NA,NA
District of Columbia,116,NA,2,2020-03-22,District of Columbia,DC,11001,NA,NA
Arlington,34,4,0,2020-03-22,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-22,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-22,Virginia,VA,51047,NA,NA
Fairfax,43,5,1,2020-03-22,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-22,Virginia,VA,51061,NA,NA
Loudoun,15,4,0,2020-03-22,Virginia,VA,51107,NA,NA
Prince William,18,4,0,2020-03-22,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-22,Virginia,VA,51157,NA,NA
Spotsylvania,2,0,0,2020-03-22,Virginia,VA,51177,NA,NA
Stafford,6,0,0,2020-03-22,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-22,Virginia,VA,51187,NA,NA
Alexandria City,6,0,0,2020-03-22,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-22,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-22,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-22,Virginia,VA,51630,NA,NA
Manassas,0,0,0,2020-03-22,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-22,Virginia,VA,51685,NA,NA
District of Columbia,98,NA,NA,2020-03-21,District of Columbia,DC,11001,NA,NA
Arlington,26,4,0,2020-03-21,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-21,Virginia,VA,51043,NA,NA
Culpeper,2,0,0,2020-03-21,Virginia,VA,51047,NA,NA
Fairfax,31,2,1,2020-03-21,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-21,Virginia,VA,51061,NA,NA
Loudoun,15,4,0,2020-03-21,Virginia,VA,51107,NA,NA
Prince William,18,4,0,2020-03-21,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-21,Virginia,VA,51157,NA,NA
Spotsylvania,2,0,0,2020-03-21,Virginia,VA,51177,NA,NA
Stafford,5,0,0,2020-03-21,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-21,Virginia,VA,51187,NA,NA
Alexandria City,5,0,0,2020-03-21,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-21,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-21,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-21,Virginia,VA,51630,NA,NA
Manassas,0,0,0,2020-03-21,Virginia,VA,51683,NA,NA
Manassas Park,0,0,0,2020-03-21,Virginia,VA,51685,NA,NA
District of Columbia,77,NA,NA,2020-03-20,District of Columbia,DC,11001,NA,NA
Arlington,22,4,0,2020-03-20,Virginia,VA,51013,NA,NA
Clarke,0,0,0,2020-03-20,Virginia,VA,51043,NA,NA
Culpeper,0,0,0,2020-03-20,Virginia,VA,51047,NA,NA
Fairfax,22,1,0,2020-03-20,Virginia,VA,51059,NA,NA
Fauquier,0,0,0,2020-03-20,Virginia,VA,51061,NA,NA
Loudoun,14,3,0,2020-03-20,Virginia,VA,51107,NA,NA
Prince William,14,4,0,2020-03-20,Virginia,VA,51153,NA,NA
Rappahannock,0,0,0,2020-03-20,Virginia,VA,51157,NA,NA
Spotsylvania,1,0,0,2020-03-20,Virginia,VA,51177,NA,NA
Stafford,2,0,0,2020-03-20,Virginia,VA,51179,NA,NA
Warren,0,0,0,2020-03-20,Virginia,VA,51187,NA,NA
Alexandria City,5,0,0,2020-03-20,Virginia,VA,51510,NA,NA
Fairfax City,0,0,0,2020-03-20,Virginia,VA,51600,NA,NA
Falls Church,0,0,0,2020-03-20,Virginia,VA,51610,NA,NA
Fredericksburg,0,0,0,2020-03-20,Virginia,VA,51630,NA,NA
