County,Cases,Deaths,Recovered,Tests,Date,State,Abbr,FIPS
Jefferson,82,1,NA,NA,2020-05-03,West Virginia,WV,54037
Kanawha,168,10,NA,NA,2020-05-03,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-03,West Virginia,WV,54041
Lincoln,2,0,NA,NA,2020-05-03,West Virginia,WV,54043
Logan,13,1,NA,NA,2020-05-03,West Virginia,WV,54045
Barbour,5,1,NA,NA,2020-05-02,West Virginia,WV,54001
Berkeley,159,2,NA,NA,2020-05-02,West Virginia,WV,54003
Boone,6,0,NA,NA,2020-05-02,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-05-02,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-05-02,West Virginia,WV,54009
Cabell,44,0,NA,NA,2020-05-02,West Virginia,WV,54011
Fayette,14,0,NA,NA,2020-05-02,West Virginia,WV,54019
Gilmer,2,0,NA,NA,2020-05-02,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-05-02,West Virginia,WV,54023
Greenbrier,6,0,NA,NA,2020-05-02,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-05-02,West Virginia,WV,54027
Hancock,11,0,NA,NA,2020-05-02,West Virginia,WV,54029
Hardy,7,0,NA,NA,2020-05-02,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-05-02,West Virginia,WV,54033
Jackson,130,15,NA,NA,2020-05-02,West Virginia,WV,54035
Jefferson,81,1,NA,NA,2020-05-02,West Virginia,WV,54037
Kanawha,167,10,NA,NA,2020-05-02,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-05-02,West Virginia,WV,54041
Lincoln,2,0,NA,NA,2020-05-02,West Virginia,WV,54043
Logan,13,1,NA,NA,2020-05-02,West Virginia,WV,54045
Barbour,5,1,NA,NA,2020-04-30,West Virginia,WV,54001
Berkeley,153,2,NA,NA,2020-04-30,West Virginia,WV,54003
Boone,6,0,NA,NA,2020-04-30,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-04-30,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-30,West Virginia,WV,54009
Cabell,43,0,NA,NA,2020-04-30,West Virginia,WV,54011
Fayette,14,0,NA,NA,2020-04-30,West Virginia,WV,54019
Gilmer,2,0,NA,NA,2020-04-30,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-04-30,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-30,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-30,West Virginia,WV,54027
Hancock,10,0,NA,NA,2020-04-30,West Virginia,WV,54029
Hardy,6,0,NA,NA,2020-04-30,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-30,West Virginia,WV,54033
Jackson,130,15,NA,NA,2020-04-30,West Virginia,WV,54035
Jefferson,79,1,NA,NA,2020-04-30,West Virginia,WV,54037
Kanawha,161,7,NA,NA,2020-04-30,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-04-30,West Virginia,WV,54041
Lincoln,2,0,NA,NA,2020-04-30,West Virginia,WV,54043
Logan,13,1,NA,NA,2020-04-30,West Virginia,WV,54045
Barbour,4,1,NA,NA,2020-04-29,West Virginia,WV,54001
Berkeley,145,1,NA,NA,2020-04-29,West Virginia,WV,54003
Boone,3,0,NA,NA,2020-04-29,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-04-29,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-29,West Virginia,WV,54009
Cabell,42,0,NA,NA,2020-04-29,West Virginia,WV,54011
Fayette,13,0,NA,NA,2020-04-29,West Virginia,WV,54019
Gilmer,2,0,NA,NA,2020-04-29,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-04-29,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-29,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-29,West Virginia,WV,54027
Hancock,9,0,NA,NA,2020-04-29,West Virginia,WV,54029
Hardy,5,0,NA,NA,2020-04-29,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-29,West Virginia,WV,54033
Jackson,130,13,NA,NA,2020-04-29,West Virginia,WV,54035
Jefferson,77,1,NA,NA,2020-04-29,West Virginia,WV,54037
Kanawha,160,5,NA,NA,2020-04-29,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-04-29,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-29,West Virginia,WV,54043
Logan,13,1,NA,NA,2020-04-29,West Virginia,WV,54045
Barbour,4,1,NA,NA,2020-04-28,West Virginia,WV,54001
Berkeley,141,1,NA,NA,2020-04-28,West Virginia,WV,54003
Boone,2,0,NA,NA,2020-04-28,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-04-28,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-28,West Virginia,WV,54009
Cabell,41,0,NA,NA,2020-04-28,West Virginia,WV,54011
Fayette,12,0,NA,NA,2020-04-28,West Virginia,WV,54019
Gilmer,2,0,NA,NA,2020-04-28,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-04-28,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-28,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-28,West Virginia,WV,54027
Hancock,10,0,NA,NA,2020-04-28,West Virginia,WV,54029
Hardy,4,0,NA,NA,2020-04-28,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-28,West Virginia,WV,54033
Jackson,129,12,NA,NA,2020-04-28,West Virginia,WV,54035
Jefferson,77,1,NA,NA,2020-04-28,West Virginia,WV,54037
Kanawha,155,4,NA,NA,2020-04-28,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-04-28,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-28,West Virginia,WV,54043
Logan,12,1,NA,NA,2020-04-28,West Virginia,WV,54045
Barbour,4,1,NA,NA,2020-04-27,West Virginia,WV,54001
Berkeley,139,1,NA,NA,2020-04-27,West Virginia,WV,54003
Boone,2,0,NA,NA,2020-04-27,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-04-27,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-27,West Virginia,WV,54009
Cabell,39,0,NA,NA,2020-04-27,West Virginia,WV,54011
Fayette,11,0,NA,NA,2020-04-27,West Virginia,WV,54019
Gilmer,2,0,NA,NA,2020-04-27,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-04-27,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-27,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-27,West Virginia,WV,54027
Hancock,7,0,NA,NA,2020-04-27,West Virginia,WV,54029
Hardy,3,0,NA,NA,2020-04-27,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-27,West Virginia,WV,54033
Jackson,127,12,NA,NA,2020-04-27,West Virginia,WV,54035
Jefferson,75,0,NA,NA,2020-04-27,West Virginia,WV,54037
Kanawha,156,4,NA,NA,2020-04-27,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-04-27,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-27,West Virginia,WV,54043
Logan,12,1,NA,NA,2020-04-27,West Virginia,WV,54045
Barbour,4,1,NA,NA,2020-04-26,West Virginia,WV,54001
Berkeley,139,1,NA,NA,2020-04-26,West Virginia,WV,54003
Boone,2,0,NA,NA,2020-04-26,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-04-26,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-26,West Virginia,WV,54009
Cabell,40,0,NA,NA,2020-04-26,West Virginia,WV,54011
Fayette,10,0,NA,NA,2020-04-26,West Virginia,WV,54019
Gilmer,2,0,NA,NA,2020-04-26,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-04-26,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-26,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-26,West Virginia,WV,54027
Hancock,7,0,NA,NA,2020-04-26,West Virginia,WV,54029
Hardy,3,0,NA,NA,2020-04-26,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-26,West Virginia,WV,54033
Jackson,127,12,NA,NA,2020-04-26,West Virginia,WV,54035
Jefferson,75,0,NA,NA,2020-04-26,West Virginia,WV,54037
Kanawha,156,4,NA,NA,2020-04-26,West Virginia,WV,54039
Lewis,4,0,NA,NA,2020-04-26,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-26,West Virginia,WV,54043
Logan,12,1,NA,NA,2020-04-26,West Virginia,WV,54045
Barbour,4,1,NA,NA,2020-04-25,West Virginia,WV,54001
Berkeley,131,1,NA,NA,2020-04-25,West Virginia,WV,54003
Boone,2,0,NA,NA,2020-04-25,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-04-25,West Virginia,WV,54007
Brooke,4,0,NA,NA,2020-04-25,West Virginia,WV,54009
Cabell,40,0,NA,NA,2020-04-25,West Virginia,WV,54011
Fayette,9,0,NA,NA,2020-04-25,West Virginia,WV,54019
Gilmer,2,0,NA,NA,2020-04-25,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-04-25,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-25,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-25,West Virginia,WV,54027
Hancock,8,0,NA,NA,2020-04-25,West Virginia,WV,54029
Hardy,3,0,NA,NA,2020-04-25,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-25,West Virginia,WV,54033
Jackson,127,9,NA,NA,2020-04-25,West Virginia,WV,54035
Jefferson,71,0,NA,NA,2020-04-25,West Virginia,WV,54037
Kanawha,153,4,NA,NA,2020-04-25,West Virginia,WV,54039
Lewis,3,0,NA,NA,2020-04-25,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-25,West Virginia,WV,54043
Logan,12,1,NA,NA,2020-04-25,West Virginia,WV,54045
Barbour,4,1,NA,NA,2020-04-24,West Virginia,WV,54001
Berkeley,130,1,NA,NA,2020-04-24,West Virginia,WV,54003
Boone,2,0,NA,NA,2020-04-24,West Virginia,WV,54005
Braxton,2,0,NA,NA,2020-04-24,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-24,West Virginia,WV,54009
Cabell,38,0,NA,NA,2020-04-24,West Virginia,WV,54011
Fayette,9,0,NA,NA,2020-04-24,West Virginia,WV,54019
Gilmer,1,0,NA,NA,2020-04-24,West Virginia,WV,54021
Grant,1,0,NA,NA,2020-04-24,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-24,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-24,West Virginia,WV,54027
Hancock,7,0,NA,NA,2020-04-24,West Virginia,WV,54029
Hardy,3,0,NA,NA,2020-04-24,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-24,West Virginia,WV,54033
Jackson,124,8,NA,NA,2020-04-24,West Virginia,WV,54035
Jefferson,71,0,NA,NA,2020-04-24,West Virginia,WV,54037
Kanawha,148,4,NA,NA,2020-04-24,West Virginia,WV,54039
Lewis,3,0,NA,NA,2020-04-24,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-24,West Virginia,WV,54043
Logan,11,1,NA,NA,2020-04-24,West Virginia,WV,54045
Barbour,4,1,NA,NA,2020-04-23,West Virginia,WV,54001
Berkeley,128,1,NA,NA,2020-04-23,West Virginia,WV,54003
Boone,2,0,NA,NA,2020-04-23,West Virginia,WV,54005
Braxton,1,0,NA,NA,2020-04-23,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-23,West Virginia,WV,54009
Cabell,38,0,NA,NA,2020-04-23,West Virginia,WV,54011
Fayette,9,0,NA,NA,2020-04-23,West Virginia,WV,54019
Grant,1,0,NA,NA,2020-04-23,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-23,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-23,West Virginia,WV,54027
Hancock,7,0,NA,NA,2020-04-23,West Virginia,WV,54029
Hardy,3,0,NA,NA,2020-04-23,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-23,West Virginia,WV,54033
Jackson,113,8,NA,NA,2020-04-23,West Virginia,WV,54035
Jefferson,68,0,NA,NA,2020-04-23,West Virginia,WV,54037
Kanawha,142,3,NA,NA,2020-04-23,West Virginia,WV,54039
Lewis,3,0,NA,NA,2020-04-23,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-23,West Virginia,WV,54043
Logan,11,1,NA,NA,2020-04-23,West Virginia,WV,54045
Marion,44,2,NA,NA,2020-04-23,West Virginia,WV,54049
Barbour,4,1,NA,NA,2020-04-22,West Virginia,WV,54001
Berkeley,125,1,NA,NA,2020-04-22,West Virginia,WV,54003
Boone,2,0,NA,NA,2020-04-22,West Virginia,WV,54005
Braxton,1,0,NA,NA,2020-04-22,West Virginia,WV,54007
Brooke,3,0,NA,NA,2020-04-22,West Virginia,WV,54009
Cabell,36,0,NA,NA,2020-04-22,West Virginia,WV,54011
Fayette,5,0,NA,NA,2020-04-22,West Virginia,WV,54019
Grant,1,0,NA,NA,2020-04-22,West Virginia,WV,54023
Greenbrier,3,0,NA,NA,2020-04-22,West Virginia,WV,54025
Hampshire,7,1,NA,NA,2020-04-22,West Virginia,WV,54027
Hancock,7,0,NA,NA,2020-04-22,West Virginia,WV,54029
Hardy,3,0,NA,NA,2020-04-22,West Virginia,WV,54031
Harrison,30,1,NA,NA,2020-04-22,West Virginia,WV,54033
Jackson,109,7,NA,NA,2020-04-22,West Virginia,WV,54035
Jefferson,65,0,NA,NA,2020-04-22,West Virginia,WV,54037
Kanawha,142,2,NA,NA,2020-04-22,West Virginia,WV,54039
Lewis,3,0,NA,NA,2020-04-22,West Virginia,WV,54041
Lincoln,1,0,NA,NA,2020-04-22,West Virginia,WV,54043
Logan,10,1,NA,NA,2020-04-22,West Virginia,WV,54045
Marion,44,2,NA,NA,2020-04-22,West Virginia,WV,54049
Barbour,4,NA,NA,NA,2020-04-21,West Virginia,WV,54001
Berkeley,121,NA,NA,NA,2020-04-21,West Virginia,WV,54003
Boone,2,NA,NA,NA,2020-04-21,West Virginia,WV,54005
Braxton,1,NA,NA,NA,2020-04-21,West Virginia,WV,54007
Brooke,3,NA,NA,NA,2020-04-21,West Virginia,WV,54009
Cabell,35,NA,NA,NA,2020-04-21,West Virginia,WV,54011
Fayette,5,NA,NA,NA,2020-04-21,West Virginia,WV,54019
Grant,1,NA,NA,NA,2020-04-21,West Virginia,WV,54023
Greenbrier,3,NA,NA,NA,2020-04-21,West Virginia,WV,54025
Hampshire,7,NA,NA,NA,2020-04-21,West Virginia,WV,54027
Hancock,7,NA,NA,NA,2020-04-21,West Virginia,WV,54029
Hardy,3,NA,NA,NA,2020-04-21,West Virginia,WV,54031
Harrison,30,NA,NA,NA,2020-04-21,West Virginia,WV,54033
Jackson,103,NA,NA,NA,2020-04-21,West Virginia,WV,54035
Jefferson,65,NA,NA,NA,2020-04-21,West Virginia,WV,54037
Kanawha,138,NA,NA,NA,2020-04-21,West Virginia,WV,54039
Lewis,2,NA,NA,NA,2020-04-21,West Virginia,WV,54041
Lincoln,1,NA,NA,NA,2020-04-21,West Virginia,WV,54043
Logan,9,NA,NA,NA,2020-04-21,West Virginia,WV,54045
Marion,43,NA,NA,NA,2020-04-21,West Virginia,WV,54049
Barbour,4,NA,NA,NA,2020-04-20,West Virginia,WV,54001
Berkeley,113,NA,NA,NA,2020-04-20,West Virginia,WV,54003
Boone,2,NA,NA,NA,2020-04-20,West Virginia,WV,54005
Braxton,1,NA,NA,NA,2020-04-20,West Virginia,WV,54007
Brooke,3,NA,NA,NA,2020-04-20,West Virginia,WV,54009
Cabell,34,NA,NA,NA,2020-04-20,West Virginia,WV,54011
Fayette,5,NA,NA,NA,2020-04-20,West Virginia,WV,54019
Grant,1,NA,NA,NA,2020-04-20,West Virginia,WV,54023
Greenbrier,3,NA,NA,NA,2020-04-20,West Virginia,WV,54025
Hampshire,6,NA,NA,NA,2020-04-20,West Virginia,WV,54027
Hancock,7,NA,NA,NA,2020-04-20,West Virginia,WV,54029
Hardy,3,NA,NA,NA,2020-04-20,West Virginia,WV,54031
Harrison,30,NA,NA,NA,2020-04-20,West Virginia,WV,54033
Jackson,101,NA,NA,NA,2020-04-20,West Virginia,WV,54035
Jefferson,63,NA,NA,NA,2020-04-20,West Virginia,WV,54037
Kanawha,134,NA,NA,NA,2020-04-20,West Virginia,WV,54039
Lewis,2,NA,NA,NA,2020-04-20,West Virginia,WV,54041
Lincoln,1,NA,NA,NA,2020-04-20,West Virginia,WV,54043
Logan,8,NA,NA,NA,2020-04-20,West Virginia,WV,54045
Marion,43,NA,NA,NA,2020-04-20,West Virginia,WV,54049
Barbour,4,NA,NA,NA,2020-04-19,West Virginia,WV,54001
Berkeley,113,NA,NA,NA,2020-04-19,West Virginia,WV,54003
Boone,2,NA,NA,NA,2020-04-19,West Virginia,WV,54005
Braxton,1,NA,NA,NA,2020-04-19,West Virginia,WV,54007
Brooke,3,NA,NA,NA,2020-04-19,West Virginia,WV,54009
Cabell,34,NA,NA,NA,2020-04-19,West Virginia,WV,54011
Fayette,5,NA,NA,NA,2020-04-19,West Virginia,WV,54019
Grant,1,NA,NA,NA,2020-04-19,West Virginia,WV,54023
Greenbrier,3,NA,NA,NA,2020-04-19,West Virginia,WV,54025
Hampshire,6,NA,NA,NA,2020-04-19,West Virginia,WV,54027
Hancock,7,NA,NA,NA,2020-04-19,West Virginia,WV,54029
Hardy,3,NA,NA,NA,2020-04-19,West Virginia,WV,54031
Harrison,30,NA,NA,NA,2020-04-19,West Virginia,WV,54033
Jackson,101,NA,NA,NA,2020-04-19,West Virginia,WV,54035
Jefferson,61,NA,NA,NA,2020-04-19,West Virginia,WV,54037
Kanawha,133,NA,NA,NA,2020-04-19,West Virginia,WV,54039
Lewis,2,NA,NA,NA,2020-04-19,West Virginia,WV,54041
Lincoln,1,NA,NA,NA,2020-04-19,West Virginia,WV,54043
Logan,8,NA,NA,NA,2020-04-19,West Virginia,WV,54045
Marion,43,NA,NA,NA,2020-04-19,West Virginia,WV,54049
Barbour,4,NA,NA,NA,2020-04-18,West Virginia,WV,54001
Berkeley,108,NA,NA,NA,2020-04-18,West Virginia,WV,54003
Boone,2,NA,NA,NA,2020-04-18,West Virginia,WV,54005
Braxton,1,NA,NA,NA,2020-04-18,West Virginia,WV,54007
Brooke,3,NA,NA,NA,2020-04-18,West Virginia,WV,54009
Cabell,33,NA,NA,NA,2020-04-18,West Virginia,WV,54011
Fayette,5,NA,NA,NA,2020-04-18,West Virginia,WV,54019
Grant,1,NA,NA,NA,2020-04-18,West Virginia,WV,54023
Greenbrier,3,NA,NA,NA,2020-04-18,West Virginia,WV,54025
Hampshire,6,NA,NA,NA,2020-04-18,West Virginia,WV,54027
Hancock,7,NA,NA,NA,2020-04-18,West Virginia,WV,54029
Hardy,3,NA,NA,NA,2020-04-18,West Virginia,WV,54031
Harrison,29,NA,NA,NA,2020-04-18,West Virginia,WV,54033
Jackson,100,NA,NA,NA,2020-04-18,West Virginia,WV,54035
Jefferson,60,NA,NA,NA,2020-04-18,West Virginia,WV,54037
Kanawha,112,NA,NA,NA,2020-04-18,West Virginia,WV,54039
Lewis,2,NA,NA,NA,2020-04-18,West Virginia,WV,54041
Lincoln,1,NA,NA,NA,2020-04-18,West Virginia,WV,54043
Logan,8,NA,NA,NA,2020-04-18,West Virginia,WV,54045
Marion,42,NA,NA,NA,2020-04-18,West Virginia,WV,54049
Barbour,4,NA,NA,NA,2020-04-17,West Virginia,WV,54001
Berkeley,106,NA,NA,NA,2020-04-17,West Virginia,WV,54003
Boone,2,NA,NA,NA,2020-04-17,West Virginia,WV,54005
Braxton,1,NA,NA,NA,2020-04-17,West Virginia,WV,54007
Brooke,3,NA,NA,NA,2020-04-17,West Virginia,WV,54009
Cabell,29,NA,NA,NA,2020-04-17,West Virginia,WV,54011
Fayette,4,NA,NA,NA,2020-04-17,West Virginia,WV,54019
Grant,1,NA,NA,NA,2020-04-17,West Virginia,WV,54023
Greenbrier,3,NA,NA,NA,2020-04-17,West Virginia,WV,54025
Hampshire,6,NA,NA,NA,2020-04-17,West Virginia,WV,54027
Hancock,7,NA,NA,NA,2020-04-17,West Virginia,WV,54029
Hardy,3,NA,NA,NA,2020-04-17,West Virginia,WV,54031
Harrison,28,NA,NA,NA,2020-04-17,West Virginia,WV,54033
Jackson,43,NA,NA,NA,2020-04-17,West Virginia,WV,54035
Jefferson,60,NA,NA,NA,2020-04-17,West Virginia,WV,54037
Kanawha,106,NA,NA,NA,2020-04-17,West Virginia,WV,54039
Lewis,2,NA,NA,NA,2020-04-17,West Virginia,WV,54041
Lincoln,1,NA,NA,NA,2020-04-17,West Virginia,WV,54043
Logan,8,NA,NA,NA,2020-04-17,West Virginia,WV,54045
Marion,42,NA,NA,NA,2020-04-17,West Virginia,WV,54049
Barbour,4,NA,NA,NA,2020-04-16,West Virginia,WV,54001
Berkeley,105,NA,NA,NA,2020-04-16,West Virginia,WV,54003
Boone,2,NA,NA,NA,2020-04-16,West Virginia,WV,54005
Braxton,1,NA,NA,NA,2020-04-16,West Virginia,WV,54007
Brooke,3,NA,NA,NA,2020-04-16,West Virginia,WV,54009
Cabell,28,NA,NA,NA,2020-04-16,West Virginia,WV,54011
Fayette,3,NA,NA,NA,2020-04-16,West Virginia,WV,54019
Grant,1,NA,NA,NA,2020-04-16,West Virginia,WV,54023
Greenbrier,3,NA,NA,NA,2020-04-16,West Virginia,WV,54025
Hampshire,6,NA,NA,NA,2020-04-16,West Virginia,WV,54027
Hancock,7,NA,NA,NA,2020-04-16,West Virginia,WV,54029
Hardy,3,NA,NA,NA,2020-04-16,West Virginia,WV,54031
Harrison,28,NA,NA,NA,2020-04-16,West Virginia,WV,54033
Jackson,39,NA,NA,NA,2020-04-16,West Virginia,WV,54035
Jefferson,57,NA,NA,NA,2020-04-16,West Virginia,WV,54037
Kanawha,101,NA,NA,NA,2020-04-16,West Virginia,WV,54039
Lewis,2,NA,NA,NA,2020-04-16,West Virginia,WV,54041
Lincoln,1,NA,NA,NA,2020-04-16,West Virginia,WV,54043
Logan,9,NA,NA,NA,2020-04-16,West Virginia,WV,54045
Marion,40,NA,NA,NA,2020-04-16,West Virginia,WV,54049
Barbour,4,NA,NA,NA,2020-04-15,West Virginia,WV,54001
Berkeley,102,NA,NA,NA,2020-04-15,West Virginia,WV,54003
Boone,2,NA,NA,NA,2020-04-15,West Virginia,WV,54005
Braxton,1,NA,NA,NA,2020-04-15,West Virginia,WV,54007
Brooke,3,NA,NA,NA,2020-04-15,West Virginia,WV,54009
Cabell,26,NA,NA,NA,2020-04-15,West Virginia,WV,54011
Fayette,2,NA,NA,NA,2020-04-15,West Virginia,WV,54019
Grant,1,NA,NA,NA,2020-04-15,West Virginia,WV,54023
Greenbrier,3,NA,NA,NA,2020-04-15,West Virginia,WV,54025
Hampshire,6,NA,NA,NA,2020-04-15,West Virginia,WV,54027
Hancock,7,NA,NA,NA,2020-04-15,West Virginia,WV,54029
Hardy,3,NA,NA,NA,2020-04-15,West Virginia,WV,54031
Harrison,29,NA,NA,NA,2020-04-15,West Virginia,WV,54033
Jackson,34,NA,NA,NA,2020-04-15,West Virginia,WV,54035
Jefferson,57,NA,NA,NA,2020-04-15,West Virginia,WV,54037
Kanawha,91,NA,NA,NA,2020-04-15,West Virginia,WV,54039
Lewis,2,NA,NA,NA,2020-04-15,West Virginia,WV,54041
Lincoln,1,NA,NA,NA,2020-04-15,West Virginia,WV,54043
Logan,8,NA,NA,NA,2020-04-15,West Virginia,WV,54045
Marion,39,NA,NA,NA,2020-04-15,West Virginia,WV,54049
Marshall,7,NA,NA,NA,2020-04-15,West Virginia,WV,54051
Mason,10,NA,NA,NA,2020-04-15,West Virginia,WV,54053
McDowell,6,NA,NA,NA,2020-04-15,West Virginia,WV,54047
Mercer,8,NA,NA,NA,2020-04-15,West Virginia,WV,54055
Mineral,6,NA,NA,NA,2020-04-15,West Virginia,WV,54057
Mingo,1,NA,NA,NA,2020-04-15,West Virginia,WV,54059
Monongalia,83,NA,NA,NA,2020-04-15,West Virginia,WV,54061
Monroe,1,NA,NA,NA,2020-04-15,West Virginia,WV,54063
Morgan,7,NA,NA,NA,2020-04-15,West Virginia,WV,54065
Nicholas,3,NA,NA,NA,2020-04-15,West Virginia,WV,54067
Ohio,22,NA,NA,NA,2020-04-15,West Virginia,WV,54069
Pendleton,1,NA,NA,NA,2020-04-15,West Virginia,WV,54071
Pleasants,1,NA,NA,NA,2020-04-15,West Virginia,WV,54073
Preston,6,NA,NA,NA,2020-04-15,West Virginia,WV,54077
Putnam,13,NA,NA,NA,2020-04-15,West Virginia,WV,54079
Raleigh,6,NA,NA,NA,2020-04-15,West Virginia,WV,54081
Randolph,4,NA,NA,NA,2020-04-15,West Virginia,WV,54083
Roane,2,NA,NA,NA,2020-04-15,West Virginia,WV,54087
Summers,1,NA,NA,NA,2020-04-15,West Virginia,WV,54089
Taylor,4,NA,NA,NA,2020-04-15,West Virginia,WV,54091
Tucker,4,NA,NA,NA,2020-04-15,West Virginia,WV,54093
Tyler,3,NA,NA,NA,2020-04-15,West Virginia,WV,54095
